target,home,over_under_line,weather_temperature,weather_wind_mph,weather_humidity,fumbles_forced,interceptions,pass_yards_allowed,rush_yards_allowed,sacks,points_allowed,fumbles_forced_moving_avg_1,fumbles_forced_moving_max_1,fumbles_forced_moving_min_1,fumbles_forced_moving_avg_3,fumbles_forced_moving_max_3,fumbles_forced_moving_min_3,fumbles_forced_moving_avg_5,fumbles_forced_moving_max_5,fumbles_forced_moving_min_5,interceptions_moving_avg_1,interceptions_moving_max_1,interceptions_moving_min_1,interceptions_moving_avg_3,interceptions_moving_max_3,interceptions_moving_min_3,interceptions_moving_avg_5,interceptions_moving_max_5,interceptions_moving_min_5,pass_yards_allowed_moving_avg_1,pass_yards_allowed_moving_max_1,pass_yards_allowed_moving_min_1,pass_yards_allowed_moving_avg_3,pass_yards_allowed_moving_max_3,pass_yards_allowed_moving_min_3,pass_yards_allowed_moving_avg_5,pass_yards_allowed_moving_max_5,pass_yards_allowed_moving_min_5,rush_yards_allowed_moving_avg_1,rush_yards_allowed_moving_max_1,rush_yards_allowed_moving_min_1,rush_yards_allowed_moving_avg_3,rush_yards_allowed_moving_max_3,rush_yards_allowed_moving_min_3,rush_yards_allowed_moving_avg_5,rush_yards_allowed_moving_max_5,rush_yards_allowed_moving_min_5,sacks_moving_avg_1,sacks_moving_max_1,sacks_moving_min_1,sacks_moving_avg_3,sacks_moving_max_3,sacks_moving_min_3,sacks_moving_avg_5,sacks_moving_max_5,sacks_moving_min_5,points_allowed_moving_avg_1,points_allowed_moving_max_1,points_allowed_moving_min_1,points_allowed_moving_avg_3,points_allowed_moving_max_3,points_allowed_moving_min_3,points_allowed_moving_avg_5,points_allowed_moving_max_5,points_allowed_moving_min_5,inclement,fantpt_moving_avg_1,fantpt_moving_max_1,fantpt_moving_min_1,fantpt_moving_avg_3,fantpt_moving_max_3,fantpt_moving_min_3,fantpt_moving_avg_5,fantpt_moving_max_5,fantpt_moving_min_5,spread,count_player_tweets,count_opponent_tweets,count_player_swing_1_3,count_opponent_swing_1_3,player_net_sentiment,opponent_net_sentiment,player_pct_neutral,opponent_pct_neutral,net_sentiment_player_swing_1_3,net_sentiment_opponent_swing_1_3,pct_neutral_player_swing_1_3,pct_neutral_opponent_swing_1_3
25.7,0,44.5,72.0,0.0,,1,0,187,236,3,31,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.2,2.0,0.0,192.0,192.0,192.0,216.33333333333334,273.0,184.0,203.6,273.0,148.0,141.0,141.0,141.0,145.33333333333334,210.0,85.0,134.6,210.0,85.0,0.0,0.0,0.0,2.3333333333333335,4.0,0.0,2.4,4.0,0.0,16.0,16.0,16.0,20.0,27.0,16.0,19.4,31.0,6.0,False,8.50000000000001,8.5,8.5,10.500000000000005,15.3,7.7,13.7,25.0,7.7,-4.0,968.0,192.0,-0.3515358361774744,0.225,-0.22933884297520662,-0.21354166666666666,0.4225206611570248,0.09607438016528926,0.20798245614035088,0.22448979591836737,0.0397527910685806,0.04308390022675739
23.6,0,49.5,72.0,0.0,,2,1,314,133,0,31,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.2,2.0,0.0,312.0,312.0,312.0,286.6666666666667,366.0,182.0,263.2,366.0,154.0,88.0,88.0,88.0,107.0,137.0,88.0,96.8,137.0,72.0,5.0,5.0,5.0,3.3333333333333335,5.0,2.0,2.6,5.0,1.0,30.0,30.0,30.0,29.333333333333332,48.0,10.0,24.6,48.0,10.0,False,25.70000000000001,25.7,25.7,13.966666666666674,25.7,7.7,16.44,25.7,7.7,-2.5,781.0,224.0,0.984375,0.1590909090909091,-0.12419974391805377,-0.18303571428571427,0.4212548015364917,0.11907810499359796,-0.6335003579098067,-1.0,0.06716072255673929,-0.4117647058823529
20.1,1,46.5,79.0,5.0,79.0,0,3,211,177,2,16,2.0,2.0,2.0,1.0,2.0,0.0,1.4,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,331.0,331.0,331.0,304.0,331.0,276.0,330.4,404.0,276.0,59.0,59.0,59.0,72.0,83.0,59.0,80.4,119.0,59.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,2.4,4.0,2.0,16.0,16.0,16.0,20.333333333333332,28.0,16.0,24.0,45.0,14.0,False,23.600000000000012,23.6,23.6,19.266666666666676,25.7,8.5,16.160000000000004,25.7,7.7,-8.0,854.0,884.0,-0.2122905027932961,-0.20245398773006135,-0.16510538641686182,-0.39819004524886875,0.44730679156908665,0.43676814988290397,-0.4011775725946742,-0.11891891891891884,0.2903150796419023,0.08789592760181
11.2,1,43.5,54.0,2.0,78.0,2,1,416,108,2,23,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,1.4,2.0,0.0,157.0,157.0,157.0,262.0,432.0,157.0,264.0,432.0,157.0,79.0,79.0,79.0,62.666666666666664,79.0,45.0,65.2,79.0,45.0,1.0,1.0,1.0,2.3333333333333335,5.0,1.0,2.8,6.0,1.0,8.0,8.0,8.0,17.333333333333332,27.0,8.0,16.8,27.0,7.0,True,20.100000000000016,20.1,20.1,23.133333333333344,25.7,20.1,17.12,25.7,7.7,-10.0,570.0,229.0,-0.2661290322580645,-0.3137254901960784,-0.2614035087719298,-0.27074235807860264,0.4105263157894737,0.17017543859649123,-0.020604395604395614,-0.8995073891625616,0.07271451952303017,-0.028571428571428626
16.7,0,53.0,75.0,6.0,47.0,1,4,315,174,0,24,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,2.0,0.0,2.0,2.0,2.0,2.3333333333333335,4.0,1.0,1.8,4.0,1.0,298.0,298.0,298.0,336.0,387.0,298.0,249.2,387.0,119.0,171.0,171.0,171.0,136.66666666666666,171.0,108.0,158.8,276.0,108.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,1.0,2.0,0.0,23.0,23.0,23.0,29.666666666666668,35.0,23.0,26.8,38.0,7.0,False,11.200000000000014,11.2,11.2,18.30000000000001,23.6,11.2,17.82,25.7,8.5,-3.0,591.0,356.0,-0.009174311926605505,0.47058823529411764,-0.377326565143824,-0.18820224719101122,0.4077834179357022,0.24027072758037224,0.12940917107583766,-1.0,0.03328924162257488,0.3957894736842105
19.9,0,46.5,69.0,7.0,26.0,0,2,237,192,2,20,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.8,1.0,0.0,164.0,164.0,164.0,223.33333333333334,255.0,164.0,236.2,268.0,164.0,45.0,45.0,45.0,87.66666666666667,125.0,45.0,84.0,125.0,45.0,7.0,7.0,7.0,3.6666666666666665,7.0,1.0,3.0,7.0,0.0,10.0,10.0,10.0,16.333333333333332,21.0,10.0,16.0,21.0,10.0,False,16.700000000000014,16.7,16.7,16.00000000000001,20.1,11.2,19.46,25.7,11.2,-3.0,536.0,324.0,-0.26666666666666666,-0.48863636363636365,-0.3376865671641791,-0.19135802469135801,0.38619402985074625,0.23694029850746268,-0.48863636363636365,-0.6740740740740739,0.1131725417439703,-0.10603174603174595
32.0,1,49.5,42.0,5.0,64.0,0,0,279,239,4,34,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.2,2.0,1.0,196.0,196.0,196.0,241.66666666666666,289.0,196.0,230.8,289.0,179.0,70.0,70.0,70.0,78.0,101.0,63.0,74.6,101.0,63.0,1.0,1.0,1.0,1.3333333333333333,3.0,0.0,2.6,6.0,0.0,7.0,7.0,7.0,20.333333333333332,34.0,7.0,20.2,34.0,7.0,False,19.90000000000001,19.9,19.9,15.933333333333344,19.9,11.2,18.300000000000004,23.6,11.2,-3.0,612.0,559.0,-0.109375,0.2972972972972973,-0.28921568627450983,-0.23792486583184258,0.3741830065359477,0.40032679738562094,-0.6502732240437159,0.5031249999999999,0.10201429499675115,0.0755813953488373
17.7,1,47.5,51.0,2.0,74.0,1,1,213,119,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,4.0,4.0,4.0,1.6666666666666667,4.0,0.0,1.4,4.0,0.0,264.0,264.0,264.0,253.0,276.0,219.0,286.0,374.0,219.0,30.0,30.0,30.0,88.0,181.0,30.0,106.6,181.0,30.0,1.0,1.0,1.0,2.3333333333333335,5.0,1.0,1.8,5.0,0.0,18.0,18.0,18.0,17.333333333333332,24.0,10.0,21.6,29.0,10.0,False,32.00000000000001,32.0,32.0,22.866666666666678,32.0,16.7,19.98,32.0,11.2,-8.0,745.0,613.0,0.8258064516129032,0.10833333333333334,-0.26174496644295303,-0.24143556280587275,0.46442953020134226,0.3208053691275168,-0.3812982593901322,-0.4447657605552343,-0.04976797649963828,0.2861942089265718
15.3,1,47.5,61.0,1.0,40.0,0,2,128,166,2,17,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,255.0,255.0,255.0,317.3333333333333,361.0,255.0,288.4,361.0,169.0,150.0,150.0,150.0,116.0,150.0,91.0,114.8,172.0,54.0,4.0,4.0,4.0,3.0,4.0,2.0,2.2,4.0,1.0,13.0,13.0,13.0,25.0,32.0,13.0,28.0,34.0,13.0,False,17.700000000000003,17.7,17.7,23.200000000000014,32.0,17.7,19.5,32.0,11.2,-13.0,509.0,259.0,0.10810810810810811,1.303030303030303,-0.3182711198428291,-0.26640926640926643,0.35952848722986247,0.18860510805500982,-0.6390243902439026,-0.7356979405034325,0.05803195962994109,0.46546052631578944
11.5,0,45.5,58.0,1.0,66.0,0,3,258,136,1,17,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.4,2.0,1.0,242.0,242.0,242.0,240.66666666666666,342.0,138.0,256.2,342.0,138.0,77.0,77.0,77.0,109.33333333333333,145.0,77.0,125.6,155.0,77.0,2.0,2.0,2.0,3.0,5.0,2.0,3.6,6.0,2.0,27.0,27.0,27.0,21.333333333333332,27.0,17.0,24.8,36.0,17.0,False,15.3,15.3,15.3,21.666666666666675,32.0,15.3,20.32,32.0,15.3,6.0,595.0,715.0,0.140625,-0.4557823129251701,-0.3798319327731092,-0.27972027972027974,0.3831932773109244,0.7126050420168067,-0.5205479452054795,-0.540625,0.47544269963247576,0.09184782608695638
12.1,1,50.5,63.0,1.0,56.0,0,1,400,73,2,20,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,1.6,3.0,1.0,230.0,230.0,230.0,262.0,306.0,230.0,293.6,365.0,230.0,125.0,125.0,125.0,115.33333333333333,125.0,110.0,104.2,125.0,77.0,3.0,3.0,3.0,2.6666666666666665,5.0,0.0,3.0,5.0,0.0,3.0,3.0,3.0,14.333333333333334,24.0,3.0,16.8,25.0,3.0,False,11.5,11.5,11.5,14.833333333333343,17.7,11.5,19.279999999999998,32.0,11.5,3.5,546.0,423.0,-0.3795620437956204,-0.3125,-0.36813186813186816,-0.11347517730496454,0.37362637362637363,0.3791208791208791,-0.3330628803245436,-3.4935064935064934,0.3374217772215268,0.12801484230055657
25.3,0,43.5,39.0,2.0,,0,4,208,132,2,14,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.2,2.0,0.0,314.0,314.0,314.0,250.33333333333334,314.0,181.0,239.6,314.0,168.0,110.0,110.0,110.0,75.66666666666667,110.0,42.0,96.4,163.0,42.0,1.0,1.0,1.0,2.3333333333333335,5.0,1.0,1.6,5.0,0.0,23.0,23.0,23.0,15.666666666666666,23.0,7.0,20.8,34.0,7.0,False,12.100000000000001,12.1,12.1,12.966666666666677,15.3,11.5,17.72,32.0,11.5,-3.0,487.0,113.0,-0.0582010582010582,0.4722222222222222,-0.41478439425051333,-0.4424778761061947,0.3757700205338809,0.07392197125256673,-0.6067415730337079,-0.3207547169811321,0.10864177131526767,1.1226415094339623
19.1,0,44.5,78.0,1.0,83.0,1,1,208,51,4,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.6666666666666667,2.0,1.0,1.4,2.0,0.0,273.0,273.0,273.0,238.0,273.0,215.0,236.4,273.0,215.0,46.0,46.0,46.0,57.333333333333336,85.0,41.0,69.8,116.0,41.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,2.6,5.0,1.0,14.0,14.0,14.0,14.0,20.0,8.0,10.8,20.0,3.0,False,25.300000000000004,25.3,25.3,16.30000000000001,25.3,11.5,16.38,25.3,11.5,3.0,547.0,254.0,-0.5393939393939394,0.6,-0.3235831809872029,-0.40551181102362205,0.4113345521023766,0.15722120658135283,-0.3346774193548387,-0.31818181818181823,0.0583881578947369,-0.10714285714285708
25.7,1,44.0,35.0,9.0,41.0,3,1,274,160,3,45,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,195.0,195.0,195.0,226.66666666666666,264.0,195.0,222.6,329.0,104.0,65.0,65.0,65.0,83.66666666666667,100.0,65.0,87.2,125.0,60.0,5.0,5.0,5.0,3.3333333333333335,5.0,2.0,2.2,5.0,0.0,10.0,10.0,10.0,17.666666666666668,24.0,10.0,21.4,37.0,10.0,False,19.100000000000005,19.1,19.1,18.833333333333343,25.3,12.1,16.66,25.3,11.5,-3.0,631.0,1463.0,0.6134453781512605,0.2704626334519573,-0.20285261489698891,-0.15516062884483936,0.4706814580031696,1.1125198098256734,-0.34577546296296297,0.6205305651672434,0.8066267730496454,0.06350631855795758
