target,home,over_under_line,weather_temperature,weather_wind_mph,weather_humidity,fumbles_forced,interceptions,pass_yards_allowed,rush_yards_allowed,sacks,points_allowed,fumbles_forced_moving_avg_1,fumbles_forced_moving_max_1,fumbles_forced_moving_min_1,fumbles_forced_moving_avg_3,fumbles_forced_moving_max_3,fumbles_forced_moving_min_3,fumbles_forced_moving_avg_5,fumbles_forced_moving_max_5,fumbles_forced_moving_min_5,interceptions_moving_avg_1,interceptions_moving_max_1,interceptions_moving_min_1,interceptions_moving_avg_3,interceptions_moving_max_3,interceptions_moving_min_3,interceptions_moving_avg_5,interceptions_moving_max_5,interceptions_moving_min_5,pass_yards_allowed_moving_avg_1,pass_yards_allowed_moving_max_1,pass_yards_allowed_moving_min_1,pass_yards_allowed_moving_avg_3,pass_yards_allowed_moving_max_3,pass_yards_allowed_moving_min_3,pass_yards_allowed_moving_avg_5,pass_yards_allowed_moving_max_5,pass_yards_allowed_moving_min_5,rush_yards_allowed_moving_avg_1,rush_yards_allowed_moving_max_1,rush_yards_allowed_moving_min_1,rush_yards_allowed_moving_avg_3,rush_yards_allowed_moving_max_3,rush_yards_allowed_moving_min_3,rush_yards_allowed_moving_avg_5,rush_yards_allowed_moving_max_5,rush_yards_allowed_moving_min_5,sacks_moving_avg_1,sacks_moving_max_1,sacks_moving_min_1,sacks_moving_avg_3,sacks_moving_max_3,sacks_moving_min_3,sacks_moving_avg_5,sacks_moving_max_5,sacks_moving_min_5,points_allowed_moving_avg_1,points_allowed_moving_max_1,points_allowed_moving_min_1,points_allowed_moving_avg_3,points_allowed_moving_max_3,points_allowed_moving_min_3,points_allowed_moving_avg_5,points_allowed_moving_max_5,points_allowed_moving_min_5,inclement,fantpt_moving_avg_1,fantpt_moving_max_1,fantpt_moving_min_1,fantpt_moving_avg_3,fantpt_moving_max_3,fantpt_moving_min_3,fantpt_moving_avg_5,fantpt_moving_max_5,fantpt_moving_min_5,spread,count_player_tweets,count_opponent_tweets,count_player_swing_1_3,count_opponent_swing_1_3,player_net_sentiment,opponent_net_sentiment,player_pct_neutral,opponent_pct_neutral,net_sentiment_player_swing_1_3,net_sentiment_opponent_swing_1_3,pct_neutral_player_swing_1_3,pct_neutral_opponent_swing_1_3
17.26,1,54.5,63.0,8.0,,2,2,289,101,3,20,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.0,1.0,240.0,240.0,240.0,223.0,250.0,179.0,233.2,335.0,162.0,63.0,63.0,63.0,67.33333333333333,74.0,63.0,73.6,121.0,45.0,0.0,0.0,0.0,3.0,6.0,0.0,3.6,6.0,0.0,34.0,34.0,34.0,24.666666666666668,34.0,16.0,22.8,34.0,13.0,False,15.139999999999983,15.14,15.14,18.68666666666668,23.98,15.14,24.052000000000003,34.98,15.14,-7.0,362.0,433.0,0.0,0.010638297872340425,-0.2541436464088398,-0.19399538106235567,0.494475138121547,0.5552486187845304,-0.0,-0.2853801169590643,0.2916666666666668,0.17794486215538846
15.92,0,52.0,40.0,3.0,79.0,0,0,198,43,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,272.0,272.0,272.0,214.33333333333334,272.0,109.0,186.8,272.0,109.0,73.0,73.0,73.0,90.66666666666667,133.0,66.0,109.8,180.0,66.0,2.0,2.0,2.0,3.3333333333333335,5.0,2.0,2.2,5.0,0.0,20.0,20.0,20.0,16.666666666666668,20.0,13.0,17.4,20.0,13.0,False,17.259999999999984,17.26,17.26,16.446666666666683,17.26,15.14,20.508000000000003,29.22,15.14,-3.0,411.0,562.0,-0.058823529411764705,-0.0297029702970297,-0.21897810218978103,-0.2277580071174377,0.44038929440389296,0.656934306569343,-0.34226190476190477,-0.6135204081632654,0.10336538461538469,0.33511131725417437
16.18,1,51.0,54.0,9.0,,2,2,342,106,2,20,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,138.0,138.0,138.0,232.33333333333334,315.0,138.0,229.0,315.0,138.0,145.0,145.0,145.0,148.33333333333334,155.0,145.0,155.6,177.0,145.0,5.0,5.0,5.0,4.666666666666667,6.0,3.0,4.0,6.0,2.0,17.0,17.0,17.0,25.666666666666668,36.0,17.0,24.0,36.0,16.0,False,15.919999999999984,15.92,15.92,16.106666666666683,17.26,15.14,17.848000000000006,23.98,15.14,-9.0,436.0,617.0,0.1,-0.24731182795698925,-0.2545871559633027,-0.5186385737439222,0.42201834862385323,0.46788990825688076,-0.6694214876033058,-0.48602711157455686,-0.028213166144200635,0.4588235294117649
25.36,0,47.0,58.0,1.0,37.0,0,0,329,60,0,37,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6,2.0,1.0,191.0,191.0,191.0,191.33333333333334,204.0,179.0,211.6,321.0,163.0,96.0,96.0,96.0,103.33333333333333,118.0,96.0,114.8,152.0,96.0,0.0,0.0,0.0,1.6666666666666667,4.0,0.0,2.2,4.0,0.0,11.0,11.0,11.0,12.666666666666666,21.0,6.0,20.4,34.0,6.0,False,16.17999999999998,16.18,16.18,16.45333333333335,17.26,15.92,16.288000000000004,17.26,15.14,2.5,530.0,1270.0,-0.28205128205128205,-0.05818181818181818,-0.29056603773584905,-0.22913385826771654,0.4660377358490566,1.2226415094339622,0.32653061224489804,0.26211116777154525,-0.2648809523809524,-0.07453302723572998
16.36,1,47.0,30.0,2.0,,1,0,234,157,3,34,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.6,6.0,0.0,69.0,69.0,69.0,227.33333333333334,369.0,69.0,227.2,369.0,69.0,244.0,244.0,244.0,151.0,244.0,102.0,137.2,244.0,78.0,0.0,0.0,0.0,1.0,3.0,0.0,0.8,3.0,0.0,17.0,17.0,17.0,22.666666666666668,31.0,17.0,18.4,31.0,0.0,False,25.359999999999978,25.36,25.36,19.15333333333335,25.36,15.92,17.972,25.36,15.14,-17.0,512.0,148.0,0.12408759124087591,0.2,-0.259765625,-0.25675675675675674,0.48828125,0.095703125,0.5123376623376624,-0.0,-0.2655542132286319,-0.08333333333333345
29.24,0,50.5,63.0,1.0,56.0,0,0,361,104,1,38,1.0,1.0,1.0,1.0,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6,4.0,0.0,264.0,264.0,264.0,262.3333333333333,315.0,208.0,250.0,315.0,203.0,29.0,29.0,29.0,93.66666666666667,164.0,29.0,81.6,164.0,29.0,3.0,3.0,3.0,2.3333333333333335,4.0,0.0,2.6,4.0,0.0,10.0,10.0,10.0,20.333333333333332,30.0,10.0,16.2,30.0,7.0,False,16.359999999999978,16.36,16.36,19.300000000000015,25.36,16.18,18.216,25.36,15.92,-3.5,423.0,546.0,-0.3125,-0.3795620437956204,-0.11347517730496454,-0.36813186813186816,0.48936170212765956,0.48226950354609927,-3.4935064935064934,-0.3330628803245436,0.12801484230055657,0.3374217772215268
20.26,1,48.5,54.0,10.0,,0,0,289,73,1,31,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,208.0,208.0,208.0,200.33333333333334,275.0,118.0,230.0,325.0,118.0,201.0,201.0,201.0,168.33333333333334,201.0,141.0,167.4,236.0,96.0,3.0,3.0,3.0,2.0,3.0,1.0,1.8,3.0,1.0,27.0,27.0,27.0,25.0,31.0,17.0,32.8,62.0,17.0,False,29.23999999999998,29.24,29.24,23.653333333333347,29.24,16.36,20.612000000000002,29.24,15.92,-20.5,407.0,446.0,0.07894736842105263,-0.3611111111111111,-0.32186732186732187,-0.35201793721973096,0.45454545454545453,0.4987714987714988,-0.07317073170731701,-1.0,0.09038737446197988,0.23913043478260876
25.08,0,47.0,40.0,0.0,33.0,0,1,357,79,1,34,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,165.0,165.0,165.0,200.33333333333334,292.0,144.0,202.0,292.0,144.0,101.0,101.0,101.0,104.66666666666667,124.0,89.0,111.0,138.0,89.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,34.0,34.0,34.0,26.0,34.0,17.0,23.4,34.0,17.0,False,20.259999999999987,20.26,20.26,21.953333333333347,29.24,16.36,21.48,29.24,16.18,-7.5,427.0,286.0,-0.34,0.0,-0.24355971896955503,-0.34265734265734266,0.41217798594847777,0.26697892271662765,1.3674242424242424,0.6,0.19375573921028455,0.7333333333333333
27.0,0,47.5,63.0,3.0,16.0,0,0,320,141,2,41,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,115.0,115.0,115.0,230.66666666666666,389.0,115.0,216.8,389.0,115.0,159.0,159.0,159.0,157.66666666666666,185.0,129.0,138.0,185.0,83.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.0,3.4,4.0,3.0,10.0,10.0,10.0,18.333333333333332,32.0,10.0,15.6,32.0,10.0,False,25.079999999999988,25.08,25.08,24.860000000000014,29.24,20.26,23.26,29.24,16.36,-7.5,541.0,567.0,0.27722772277227725,-0.1717171717171717,-0.19408502772643252,-0.24162257495590828,0.4399260628465804,0.4066543438077634,-0.18146582100070466,-0.38086303939962474,0.11569767441860462,0.34146341463414626
29.86,1,49.5,32.0,7.0,,0,0,304,119,4,27,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.8,3.0,1.0,316.0,316.0,316.0,265.6666666666667,316.0,208.0,247.6,316.0,208.0,113.0,113.0,113.0,70.0,113.0,46.0,67.2,113.0,41.0,3.0,3.0,3.0,3.0,4.0,2.0,2.4,4.0,1.0,23.0,23.0,23.0,21.0,26.0,14.0,18.2,26.0,8.0,False,26.999999999999986,27.0,27.0,24.113333333333347,27.0,20.26,23.588,29.24,16.36,-7.5,714.0,381.0,0.15463917525773196,0.15384615384615385,-0.12885154061624648,-0.4330708661417323,0.4369747899159664,0.19047619047619047,0.023538961038961078,-0.10990990990990987,0.1416396103896105,0.4575757575757575
23.52,1,50.0,54.0,5.0,,0,1,360,138,4,49,0.0,0.0,0.0,1.3333333333333333,3.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.8,3.0,0.0,185.0,185.0,185.0,214.0,240.0,185.0,192.4,240.0,140.0,133.0,133.0,133.0,179.0,254.0,133.0,172.4,254.0,133.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,14.0,14.0,14.0,27.0,37.0,14.0,26.4,37.0,14.0,False,29.859999999999985,29.86,29.86,27.313333333333347,29.86,25.08,26.288,29.86,20.26,-10.0,506.0,222.0,-0.45454545454545453,-0.4727272727272727,-0.308300395256917,-0.4009009009009009,0.3794466403162055,0.1600790513833992,-0.7380952380952381,-0.5623342175066313,0.15789473684210525,0.23275862068965517
19.36,1,46.5,28.0,13.0,45.0,0,0,284,167,1,28,3.0,3.0,3.0,1.0,3.0,0.0,0.6,3.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,240.0,240.0,240.0,215.33333333333334,240.0,185.0,221.6,240.0,185.0,154.0,154.0,154.0,131.66666666666666,155.0,86.0,119.8,155.0,86.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,2.8,4.0,2.0,10.0,10.0,10.0,13.333333333333334,27.0,3.0,16.8,27.0,3.0,False,14.679999999999986,14.68,14.68,22.646666666666672,28.44,14.68,22.15600000000001,31.42,11.42,-10.0,506.0,222.0,-0.45454545454545453,-0.4727272727272727,-0.308300395256917,-0.4009009009009009,0.3794466403162055,0.1600790513833992,-0.7380952380952381,-0.5623342175066313,0.15789473684210525,0.23275862068965517
17.54,0,48.0,77.0,4.0,45.0,0,0,236,162,1,34,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,258.0,258.0,258.0,179.33333333333334,258.0,82.0,232.6,337.0,82.0,152.0,152.0,152.0,156.66666666666666,205.0,113.0,137.6,205.0,104.0,3.0,3.0,3.0,1.3333333333333333,3.0,0.0,1.4,3.0,0.0,22.0,22.0,22.0,22.0,27.0,17.0,21.0,27.0,17.0,False,23.519999999999982,23.52,23.52,26.793333333333347,29.86,23.52,25.144000000000002,29.86,20.26,-6.5,1636.0,468.0,0.49,0.3717948717948718,-0.17665036674816625,-0.2799145299145299,0.5158924205378973,0.11613691931540342,-0.6722334946152646,-0.5042990654205608,0.17839862650226315,0.020560747663551357
14.54,1,47.0,71.0,2.0,55.0,0,1,316,90,4,18,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,153.0,153.0,153.0,176.33333333333334,222.0,153.0,186.0,226.0,153.0,115.0,115.0,115.0,152.66666666666666,178.0,115.0,133.6,178.0,90.0,3.0,3.0,3.0,3.0,4.0,2.0,3.2,5.0,2.0,16.0,16.0,16.0,19.666666666666668,23.0,16.0,19.0,23.0,16.0,False,17.53999999999998,17.54,17.54,23.640000000000015,29.86,17.54,24.6,29.86,17.54,-13.5,898.0,757.0,0.17687074829931973,0.9782608695652174,-0.0935412026726058,-0.15323645970937913,0.512249443207127,0.41648106904231624,-0.9595375722543352,-1.181978021978022,0.38568252556691873,0.03794871794871799
18.1,0,48.0,67.0,5.0,39.0,0,0,335,77,2,30,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.6,3.0,0.0,371.0,371.0,371.0,293.0,371.0,221.0,260.4,371.0,184.0,129.0,129.0,129.0,117.0,129.0,93.0,115.6,131.0,93.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,24.0,24.0,24.0,23.666666666666668,34.0,13.0,21.4,34.0,13.0,False,14.539999999999985,14.54,14.54,18.533333333333346,23.52,14.54,22.492000000000004,29.86,14.54,3.0,1100.0,621.0,-0.19270833333333334,-0.038461538461538464,-0.2809090909090909,-0.027375201288244767,0.43272727272727274,0.22181818181818183,1.0862478777589135,-4.536,0.25438954675377706,0.34918918918918906
32.0,0,48.5,61.0,7.0,72.0,2,0,340,247,1,52,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,237.0,237.0,237.0,268.0,301.0,237.0,269.8,360.0,185.0,33.0,33.0,33.0,100.33333333333333,150.0,33.0,114.4,150.0,33.0,4.0,4.0,4.0,3.0,5.0,0.0,3.4,5.0,0.0,14.0,14.0,14.0,26.333333333333332,48.0,14.0,28.4,49.0,14.0,False,18.099999999999987,18.1,18.1,16.726666666666684,18.1,14.54,20.712000000000007,29.86,14.54,-4.5,982.0,1242.0,-0.23853211009174313,-0.10126582278481013,-0.17820773930753564,-0.16666666666666666,0.434826883910387,0.6211812627291242,-0.5075301204819277,2.708920187793427,0.2579581483830058,-0.058504875406283914
18.72,1,51.5,54.0,4.0,65.0,1,0,223,251,4,31,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,202.0,202.0,202.0,237.0,290.0,202.0,263.8,363.0,202.0,56.0,56.0,56.0,91.66666666666667,152.0,56.0,99.2,152.0,56.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,2.0,5.0,0.0,6.0,6.0,6.0,21.333333333333332,31.0,6.0,25.6,45.0,6.0,False,31.999999999999986,32.0,32.0,21.54666666666668,32.0,14.54,21.140000000000008,32.0,14.54,-6.0,790.0,431.0,-0.2897727272727273,0.07608695652173914,-0.1759493670886076,-0.2296983758700696,0.4607594936708861,0.2645569620253165,-0.9245714285714285,-0.7465564738292012,0.22514285714285723,0.06204906204906214
19.8,0,42.5,63.0,9.0,80.0,0,2,395,87,1,23,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,141.0,141.0,141.0,195.66666666666666,223.0,141.0,210.6,251.0,141.0,82.0,82.0,82.0,80.33333333333333,84.0,75.0,66.6,84.0,43.0,4.0,4.0,4.0,4.666666666666667,8.0,2.0,3.2,8.0,1.0,12.0,12.0,12.0,14.333333333333334,19.0,12.0,14.0,20.0,7.0,True,18.719999999999985,18.72,18.72,22.940000000000015,32.0,18.1,20.180000000000007,32.0,14.54,-4.0,814.0,290.0,0.014598540145985401,0.1320754716981132,-0.14004914004914004,-0.18275862068965518,0.44103194103194104,0.15724815724815724,0.9219424460431654,0.2366666666666666,0.0472122302158274,0.04691358024691357
18.36,1,47.0,62.0,5.0,39.0,1,0,259,131,1,29,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.8,2.0,0.0,280.0,280.0,280.0,210.66666666666666,280.0,143.0,220.6,280.0,143.0,41.0,41.0,41.0,152.33333333333334,247.0,41.0,141.6,247.0,41.0,4.0,4.0,4.0,2.0,4.0,0.0,1.8,4.0,0.0,9.0,9.0,9.0,22.0,34.0,9.0,22.6,34.0,9.0,False,19.799999999999983,19.8,19.8,23.50666666666668,32.0,18.72,20.632000000000005,32.0,14.54,-10.5,827.0,1329.0,0.14393939393939395,-0.19078947368421054,-0.2599758162031439,-0.22498118886380739,0.4328899637243047,0.8355501813784765,-0.7027814569536424,-0.3015199717214564,0.19984417608102842,0.20428771166692553
28.46,0,46.0,49.0,9.0,,0,0,321,152,0,45,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,342.0,342.0,342.0,272.0,342.0,185.0,231.8,342.0,160.0,70.0,70.0,70.0,50.333333333333336,70.0,36.0,86.6,179.0,36.0,3.0,3.0,3.0,5.0,9.0,3.0,3.8,9.0,2.0,30.0,30.0,30.0,16.666666666666668,30.0,3.0,17.2,30.0,3.0,True,18.35999999999998,18.36,18.36,18.96000000000001,19.8,18.36,21.396000000000004,32.0,18.1,-7.0,809.0,492.0,0.18354430379746836,0.24242424242424243,-0.19283065512978986,-0.21747967479674796,0.484548825710754,0.26081582200247216,-0.40855614973262033,0.12682926829268298,0.3367387660627346,0.1230856494611457
17.38,1,54.0,64.0,8.0,55.0,0,0,237,117,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,268.0,268.0,268.0,215.33333333333334,268.0,173.0,259.2,340.0,173.0,118.0,118.0,118.0,165.66666666666666,197.0,118.0,211.0,311.0,118.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,0.0,21.0,21.0,21.0,24.0,35.0,16.0,33.8,52.0,16.0,False,28.45999999999998,28.46,28.46,22.206666666666678,28.46,18.36,23.468000000000007,32.0,18.36,-13.5,847.0,624.0,0.14634146341463414,-0.043478260869565216,-0.1357733175914994,-0.19230769230769232,0.4899645808736718,0.38134592680047225,0.8986232790988735,-0.44823232323232326,0.04338756779307476,0.3135198135198134
25.24,1,55.0,42.0,1.0,62.0,0,0,331,115,0,59,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,330.0,330.0,330.0,285.3333333333333,330.0,236.0,245.0,330.0,105.0,37.0,37.0,37.0,77.66666666666667,112.0,37.0,108.0,252.0,37.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,10.0,10.0,10.0,14.333333333333334,20.0,10.0,18.2,35.0,10.0,False,17.379999999999974,17.38,17.38,21.40000000000001,28.46,17.38,20.544000000000004,28.46,17.38,-10.0,669.0,332.0,0.13008130081300814,0.27586206896551724,-0.21524663677130046,-0.22289156626506024,0.47832585949177875,0.2062780269058296,-0.41928956834532377,0.17567567567567566,-0.1821451929365599,0.15863689776733256
31.42,0,48.5,46.0,2.0,72.0,1,0,323,152,0,49,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,1.6,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,2.0,0.0,170.0,170.0,170.0,176.66666666666666,211.0,149.0,213.8,280.0,149.0,114.0,114.0,114.0,128.33333333333334,174.0,97.0,111.4,174.0,41.0,1.0,1.0,1.0,2.3333333333333335,4.0,1.0,2.4,4.0,1.0,13.0,13.0,13.0,23.666666666666668,30.0,13.0,21.8,30.0,9.0,False,25.239999999999977,25.24,25.24,23.693333333333342,28.46,17.38,21.848000000000006,28.46,17.38,-7.0,649.0,857.0,-0.40540540540540543,-0.2577639751552795,-0.23420647149460708,-0.22170361726954493,0.4283513097072419,0.6671802773497689,-0.3816844919786096,0.1887767659365001,0.04617036506800283,0.21255230125523009
11.42,0,51.5,78.0,13.0,66.0,0,1,238,108,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,224.0,224.0,224.0,171.33333333333334,224.0,122.0,246.0,433.0,122.0,96.0,96.0,96.0,131.0,177.0,96.0,119.0,177.0,96.0,2.0,2.0,2.0,2.0,3.0,1.0,2.2,4.0,1.0,21.0,21.0,21.0,25.666666666666668,37.0,19.0,21.8,37.0,9.0,False,31.419999999999984,31.42,31.42,24.680000000000007,31.42,17.38,24.172000000000004,31.42,17.38,-9.0,805.0,407.0,-0.14204545454545456,-0.011764705882352941,-0.18633540372670807,-0.36117936117936117,0.47329192546583854,0.20869565217391303,-0.36654189461560605,-0.24923195084485397,0.0147253603428126,0.2817460317460317
28.44,1,51.0,59.0,7.0,91.0,0,1,296,130,1,42,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.6,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,309.0,309.0,309.0,376.0,441.0,309.0,300.2,441.0,134.0,89.0,89.0,89.0,93.66666666666667,106.0,86.0,94.0,115.0,74.0,6.0,6.0,6.0,3.6666666666666665,6.0,2.0,3.0,6.0,0.0,10.0,10.0,10.0,26.0,37.0,10.0,18.6,37.0,6.0,False,11.41999999999998,11.42,11.42,22.693333333333342,31.42,11.42,22.784000000000006,31.42,11.42,-5.5,1105.0,947.0,1.1731843575418994,0.9230769230769231,-0.18642533936651584,-0.26293558606124606,0.49592760180995477,0.39638009049773754,-0.23307626392459296,-0.17081081081081084,0.02202678933838448,0.4096385542168676
24.82,1,47.5,37.0,5.0,100.0,2,2,443,95,3,34,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,150.0,150.0,150.0,212.66666666666666,267.0,150.0,212.0,315.0,107.0,94.0,94.0,94.0,79.33333333333333,94.0,59.0,96.4,159.0,59.0,2.0,2.0,2.0,3.0,5.0,2.0,3.4,6.0,2.0,13.0,13.0,13.0,16.666666666666668,21.0,13.0,16.2,24.0,7.0,True,28.439999999999984,28.44,28.44,23.76000000000001,31.42,11.42,22.78000000000001,31.42,11.42,-5.0,1810.0,600.0,-0.0984251968503937,-0.31932773109243695,-0.10662983425414364,-0.23166666666666666,0.4950276243093923,0.17845303867403314,-1.907502977371973,-0.6327160493827161,0.7338754203684186,0.22873176206509527
14.68,0,51.0,60.0,0.0,,0,2,267,103,3,23,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,2.0,0.0,220.0,220.0,220.0,147.66666666666666,220.0,111.0,246.2,527.0,111.0,180.0,180.0,180.0,192.66666666666666,232.0,166.0,167.4,232.0,110.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,2.0,0.0,24.0,24.0,24.0,25.0,34.0,17.0,27.4,43.0,17.0,False,24.819999999999983,24.82,24.82,21.560000000000006,28.44,11.42,24.268000000000008,31.42,11.42,-14.5,565.0,398.0,0.26666666666666666,2.0714285714285716,-0.30796460176991153,-0.3693467336683417,0.4725663716814159,0.2407079646017699,-0.0015479876160991739,0.5302325581395348,0.13486842105263167,-0.1956224350205198
