team,date,fumbles_forced,interceptions,pass_yards_allowed,rush_yards_allowed,sacks,points_allowed
SDG,10/31/11,2,2,261,94,3,23
SDG,11/6/11,0,0,247,136,4,45
SDG,11/10/11,1,1,299,191,1,24
SDG,11/20/11,0,1,286,92,0,31
SDG,11/27/11,0,0,143,208,1,16
SDG,12/5/11,0,1,195,129,2,14
SDG,12/11/11,0,3,195,96,1,10
SDG,12/18/11,0,2,244,89,7,14
SDG,12/24/11,0,0,373,87,3,38
SDG,1/1/11,0,1,417,103,0,26
ATL,9/11/11,0,1,312,88,5,30
ATL,9/18/11,2,1,314,133,0,31
ATL,9/25/11,0,2,180,115,0,16
ATL,10/2/11,0,2,319,53,0,28
ATL,10/9/11,1,0,396,57,4,25
ATL,10/16/11,0,3,237,139,1,17
ATL,10/23/11,1,0,183,104,3,16
ATL,11/6/11,1,1,118,83,2,7
ATL,11/13/11,0,0,322,41,0,26
ATL,11/20/11,0,1,264,41,1,17
ATL,11/27/11,0,0,186,64,4,14
ATL,12/4/11,1,0,188,162,3,17
ATL,12/11/11,0,2,276,157,2,23
ATL,12/15/11,3,1,141,116,5,14
ATL,12/26/11,0,2,307,164,1,45
ATL,1/1/11,1,3,274,35,2,24
ATL,1/8/11,0,0,277,172,1,24
PHI,9/11/11,1,0,209,154,5,13
PHI,9/18/11,0,2,195,138,4,35
PHI,9/25/11,0,0,254,102,3,29
PHI,10/2/11,1,0,291,164,3,24
PHI,10/9/11,0,1,193,143,1,31
PHI,10/16/11,0,4,260,42,2,13
PHI,10/30/11,0,1,203,85,4,7
PHI,11/7/11,2,0,208,164,0,30
PHI,11/13/11,0,2,315,88,4,21
PHI,11/20/11,1,1,264,29,3,10
PHI,11/27/11,0,0,361,104,1,38
PHI,12/1/11,0,0,190,174,3,31
PHI,12/11/11,2,1,155,109,9,10
PHI,12/18/11,2,2,177,94,4,19
PHI,12/24/11,0,0,182,81,3,7
PHI,1/1/11,0,1,256,130,1,10
NYG,9/11/11,1,0,305,74,4,28
NYG,9/19/11,2,0,331,59,2,16
NYG,9/25/11,0,3,211,177,2,16
NYG,10/2/11,1,1,237,156,4,27
NYG,10/9/11,2,1,315,145,6,36
NYG,10/16/11,0,2,244,155,3,24
NYG,10/30/11,0,1,138,145,5,17
NYG,11/6/11,2,2,342,106,2,20
NYG,11/13/11,0,1,242,77,2,27
NYG,11/20/11,0,3,258,136,1,17
NYG,11/28/11,0,0,372,205,0,49
NYG,12/4/11,0,1,369,89,2,38
NYG,12/11/11,1,0,321,139,3,34
NYG,12/18/11,0,2,185,123,1,23
NYG,12/24/11,1,2,258,105,5,14
NYG,1/1/11,1,1,289,49,6,14
NYG,1/8/11,0,0,199,64,2,2
NYG,1/15/11,3,1,264,147,4,20
NYG,1/22/11,2,0,196,150,3,17
NYG,2/5/11,0,1,276,83,2,17
HOU,9/11/11,2,0,197,64,3,7
HOU,9/18/11,1,1,170,153,2,13
HOU,9/25/11,0,2,370,100,2,40
HOU,10/2/11,0,1,206,118,5,10
HOU,10/9/11,0,1,190,94,3,25
HOU,10/16/11,1,1,305,113,2,29
HOU,10/23/11,0,2,116,53,2,7
HOU,10/30/11,0,2,97,84,1,14
HOU,11/6/11,1,1,146,44,4,12
HOU,11/13/11,1,3,170,90,4,9
HOU,11/27/11,0,1,198,105,7,13
HOU,12/4/11,0,2,267,70,0,10
HOU,12/11/11,2,0,189,101,1,19
HOU,12/18/11,0,0,160,166,2,28
HOU,12/22/11,1,0,244,95,3,19
HOU,1/1/11,1,0,297,86,3,23
HOU,1/7/11,0,3,257,76,4,10
HOU,1/15/11,0,0,176,87,5,20
SFO,9/11/11,2,1,197,64,5,17
SFO,9/18/11,0,2,432,45,1,27
SFO,9/25/11,1,2,157,79,1,8
SFO,10/2/11,2,1,416,108,2,23
SFO,10/9/11,1,2,194,86,3,3
SFO,10/16/11,0,0,293,66,5,19
SFO,10/30/11,1,1,241,66,4,10
SFO,11/6/11,2,1,254,52,2,11
SFO,11/13/11,0,2,311,93,1,20
SFO,11/20/11,2,3,163,80,2,7
SFO,11/24/11,0,0,161,92,0,16
SFO,12/4/11,1,1,156,31,4,0
SFO,12/11/11,1,2,284,55,2,21
SFO,12/19/11,1,3,330,84,3,3
SFO,12/24/11,1,0,163,124,4,17
SFO,1/1/11,0,2,226,111,3,27
SFO,1/14/11,3,2,462,37,3,32
SFO,1/22/11,0,0,316,85,6,20
BAL,9/11/11,4,3,280,66,4,7
BAL,9/18/11,0,1,358,74,0,26
BAL,9/25/11,1,1,166,112,5,7
BAL,10/2/11,3,1,119,38,2,17
BAL,10/16/11,0,0,220,93,4,14
BAL,10/24/11,1,0,93,132,4,12
BAL,10/30/11,0,1,153,109,6,27
BAL,11/6/11,1,1,330,70,1,20
BAL,11/13/11,0,0,217,119,1,22
BAL,11/20/11,0,3,373,119,2,24
BAL,11/24/11,0,1,140,74,9,6
BAL,12/4/11,0,1,196,59,3,10
BAL,12/11/11,0,1,136,50,4,10
BAL,12/18/11,0,0,270,145,0,34
BAL,12/24/11,0,1,147,117,2,14
BAL,1/1/11,1,0,232,105,1,16
BAL,1/15/11,1,3,184,131,0,13
BAL,1/22/11,1,2,239,96,1,23
NYJ,9/11/11,2,1,342,64,4,24
NYJ,9/18/11,0,4,111,112,2,3
NYJ,9/25/11,0,0,156,234,1,34
NYJ,10/2/11,2,1,163,112,2,34
NYJ,10/9/11,0,1,321,152,4,30
NYJ,10/17/11,1,2,204,118,4,6
NYJ,10/23/11,0,2,179,96,1,21
NYJ,11/6/11,1,2,191,96,0,11
NYJ,11/13/11,0,0,329,60,0,37
NYJ,11/17/11,1,0,104,125,1,17
NYJ,11/27/11,0,0,264,86,3,24
NYJ,12/4/11,2,1,221,100,2,19
NYJ,12/11/11,0,1,195,65,5,10
NYJ,12/18/11,3,1,274,160,3,45
NYJ,12/24/11,0,1,225,115,2,29
NYJ,1/1/11,0,2,135,82,1,19
BUF,9/11/11,2,1,119,108,2,7
BUF,9/18/11,1,1,323,131,0,35
BUF,9/25/11,0,4,387,108,0,31
BUF,10/2/11,0,2,298,171,2,23
BUF,10/9/11,1,4,315,174,0,24
BUF,10/16/11,0,0,292,122,0,27
BUF,10/30/11,0,2,208,26,10,0
BUF,11/6/11,1,1,230,126,1,27
BUF,11/13/11,0,0,270,163,0,44
BUF,11/20/11,0,0,160,95,1,35
BUF,11/27/11,1,1,180,138,0,28
BUF,12/4/11,0,0,140,187,1,23
BUF,12/11/11,1,0,240,150,2,37
BUF,12/18/11,3,0,217,254,2,30
BUF,12/24/11,0,3,185,133,4,14
BUF,1/1/11,0,1,360,138,4,49
DAL,9/11/11,1,1,335,45,4,27
DAL,9/18/11,0,1,179,74,6,24
DAL,9/26/11,1,1,250,65,3,16
DAL,10/2/11,0,1,240,63,0,34
DAL,10/16/11,2,2,289,101,3,20
DAL,10/23/11,1,1,196,70,1,7
DAL,10/30/11,0,0,279,239,4,34
DAL,11/6/11,0,3,221,162,1,13
DAL,11/13/11,1,3,146,135,1,7
DAL,11/20/11,1,1,292,60,3,24
DAL,11/24/11,1,0,288,89,4,19
DAL,12/4/11,0,0,247,103,5,19
DAL,12/11/11,0,1,400,110,0,37
DAL,12/17/11,1,0,148,58,3,15
DAL,12/24/11,1,0,293,105,2,20
DAL,1/1/11,0,0,346,106,2,31
OAK,9/12/11,2,1,304,38,5,20
OAK,9/18/11,0,1,264,223,1,38
OAK,9/25/11,1,1,369,100,4,24
OAK,10/2/11,0,0,226,183,1,31
OAK,10/9/11,0,2,416,70,3,20
OAK,10/16/11,1,0,215,65,2,17
OAK,10/23/11,0,2,161,139,0,28
OAK,11/6/11,0,0,124,299,1,38
OAK,11/10/11,1,1,274,75,6,17
OAK,11/20/11,2,3,211,124,5,21
OAK,11/27/11,0,3,254,172,4,20
OAK,12/4/11,0,0,162,209,1,34
OAK,12/11/11,0,1,281,136,4,46
OAK,12/18/11,1,0,391,57,2,28
OAK,12/24/11,0,2,300,135,0,13
OAK,1/1/11,0,1,310,153,0,38
CHI,9/11/11,2,1,319,110,5,12
CHI,9/18/11,1,0,270,118,1,30
CHI,9/25/11,1,1,297,100,2,27
CHI,10/2/11,0,1,374,169,0,29
CHI,10/10/11,0,1,219,181,1,24
CHI,10/16/11,0,0,276,53,5,10
CHI,10/23/11,0,4,264,30,1,18
CHI,11/7/11,1,1,213,119,1,24
CHI,11/13/11,2,4,329,80,2,13
CHI,11/20/11,1,2,280,52,0,20
CHI,11/27/11,0,1,301,73,4,25
CHI,12/4/11,1,0,157,113,2,10
CHI,12/11/11,1,1,236,124,5,13
CHI,12/18/11,1,0,227,60,1,38
CHI,12/25/11,0,0,283,81,1,35
CHI,1/1/11,0,3,228,79,2,13
CIN,9/11/11,0,1,213,83,2,17
CIN,9/18/11,2,0,195,131,2,24
CIN,9/25/11,1,0,201,50,5,13
CIN,10/2/11,0,0,199,83,1,20
CIN,10/9/11,2,0,221,96,3,20
CIN,10/16/11,2,1,188,94,1,17
CIN,10/30/11,1,1,375,61,4,12
CIN,11/6/11,1,0,272,78,2,17
CIN,11/13/11,0,1,245,105,5,24
CIN,11/20/11,0,1,270,105,1,31
CIN,11/27/11,0,1,151,134,2,20
CIN,12/4/11,0,0,176,136,3,35
CIN,12/11/11,3,1,300,144,5,20
CIN,12/18/11,0,0,229,95,3,13
CIN,12/24/11,0,3,297,59,5,16
CIN,1/1/11,0,0,130,221,1,24
CIN,1/7/11,0,0,159,188,2,31
MIN,9/11/11,0,2,335,77,2,24
MIN,9/18/11,0,1,243,105,2,24
MIN,9/25/11,0,0,378,20,5,26
MIN,10/2/11,0,0,260,103,3,22
MIN,10/9/11,1,3,254,77,4,10
MIN,10/16/11,1,0,267,119,1,39
MIN,10/23/11,1,0,335,114,4,33
MIN,10/30/11,2,0,290,140,3,21
MIN,11/14/11,1,0,288,90,3,45
MIN,11/20/11,1,0,164,162,4,27
MIN,11/27/11,1,0,262,89,2,24
MIN,12/4/11,2,0,202,150,2,35
MIN,12/11/11,0,0,227,72,5,34
MIN,12/18/11,2,0,412,161,0,42
MIN,12/24/11,1,1,284,141,3,26
MIN,1/1/11,2,1,160,92,7,17
MIA,9/12/11,0,1,517,106,1,38
MIA,9/18/11,0,0,230,138,3,23
MIA,9/25/11,0,1,210,70,0,17
MIA,10/2/11,0,0,307,116,2,26
MIA,10/17/11,1,0,201,104,2,24
MIA,10/23/11,1,0,161,177,6,18
MIA,10/30/11,0,0,349,58,1,20
MIA,11/6/11,0,0,253,116,5,3
MIA,11/13/11,0,2,215,61,3,9
MIA,11/20/11,0,2,215,41,2,8
MIA,11/24/11,0,2,226,85,1,20
MIA,12/4/11,0,1,273,46,2,14
MIA,12/11/11,1,1,208,51,4,26
MIA,12/18/11,0,3,316,113,3,23
MIA,12/24/11,0,0,304,119,4,27
MIA,1/1/11,0,3,248,129,2,17
TEN,9/11/11,1,0,175,163,2,16
TEN,9/18/11,1,2,197,45,3,13
TEN,9/25/11,0,2,173,59,1,14
TEN,10/2/11,0,1,350,84,4,13
TEN,10/9/11,0,1,261,174,1,38
TEN,10/23/11,0,0,296,222,0,41
TEN,10/30/11,0,2,250,158,2,10
TEN,11/6/11,0,0,217,109,1,24
TEN,11/13/11,1,1,212,113,5,3
TEN,11/20/11,1,0,316,116,0,23
TEN,11/27/11,4,1,199,122,2,17
TEN,12/4/11,2,0,288,104,1,17
TEN,12/11/11,0,0,337,114,2,22
TEN,12/18/11,1,0,82,205,0,27
TEN,12/24/11,0,1,198,113,1,17
TEN,1/1/11,1,0,258,152,3,22
PIT,9/11/11,0,0,224,170,1,35
PIT,9/18/11,0,0,159,31,5,0
PIT,9/25/11,1,0,153,97,1,20
PIT,10/2/11,0,0,138,180,0,17
PIT,10/9/11,0,1,262,66,3,17
PIT,10/16/11,0,0,109,133,5,13
PIT,10/23/11,0,1,272,73,2,20
PIT,10/30/11,0,0,198,43,3,17
PIT,11/6/11,1,0,300,67,3,23
PIT,11/13/11,0,2,170,109,0,17
PIT,11/27/11,1,3,167,90,1,9
PIT,12/4/11,1,1,152,104,3,7
PIT,12/8/11,0,2,222,98,3,3
PIT,12/19/11,0,0,187,100,0,20
PIT,12/24/11,0,0,91,164,3,0
PIT,1/1/11,0,1,177,72,2,9
PIT,1/8/11,1,0,316,131,0,29
SEA,9/11/11,0,0,124,85,0,33
SEA,9/18/11,0,0,313,124,2,24
SEA,9/25/11,0,2,252,90,3,10
SEA,10/2/11,0,0,291,121,0,30
SEA,10/9/11,2,3,420,69,3,25
SEA,10/23/11,0,1,178,139,4,6
SEA,10/30/11,0,2,168,92,1,34
SEA,11/6/11,1,0,279,163,0,23
SEA,11/13/11,2,1,256,75,1,17
SEA,11/20/11,2,1,181,42,5,7
SEA,11/27/11,0,2,314,110,1,23
SEA,12/1/11,0,4,208,132,2,14
SEA,12/12/11,0,1,193,114,3,13
SEA,12/18/11,1,4,123,132,4,14
SEA,12/24/11,0,0,179,178,2,19
SEA,1/1/11,1,1,271,131,2,23
ARI,9/11/11,0,1,422,74,4,21
ARI,9/18/11,0,2,291,172,1,22
ARI,9/25/11,0,1,171,122,4,13
ARI,10/2/11,2,0,321,54,1,31
ARI,10/9/11,1,0,169,172,1,34
ARI,10/23/11,0,0,361,91,2,32
ARI,10/30/11,1,1,336,107,3,30
ARI,11/6/11,0,1,255,150,4,13
ARI,11/13/11,0,2,128,166,2,17
ARI,11/20/11,0,1,267,164,0,23
ARI,11/27/11,2,0,203,86,2,20
ARI,12/4/11,0,0,299,75,5,13
ARI,12/11/11,0,0,175,90,5,19
ARI,12/18/11,1,0,226,120,2,17
ARI,12/24/11,2,0,154,165,2,23
ARI,1/1/11,0,1,222,178,4,20
DEN,9/12/11,1,0,105,190,1,23
DEN,9/18/11,0,0,332,72,2,22
DEN,9/25/11,2,0,311,38,2,17
DEN,10/2/11,0,2,408,111,2,49
DEN,10/9/11,1,1,250,206,5,29
DEN,10/23/11,1,0,197,94,4,15
DEN,10/30/11,0,0,272,113,2,45
DEN,11/6/11,0,3,332,100,2,24
DEN,11/13/11,0,0,140,134,4,10
DEN,11/17/11,1,1,252,83,3,13
DEN,11/27/11,0,0,188,185,3,13
DEN,12/4/11,1,2,389,129,3,32
DEN,12/11/11,1,0,115,159,4,10
DEN,12/18/11,0,0,320,141,2,41
DEN,12/24/11,0,0,196,160,1,40
DEN,1/1/11,1,0,180,106,1,7
DEN,1/8/11,0,1,289,156,5,23
DEN,1/14/11,1,1,363,146,0,45
WAS,9/11/11,0,1,268,75,4,14
WAS,9/18/11,1,1,251,93,3,21
WAS,9/26/11,1,1,255,125,1,18
WAS,10/2/11,1,0,164,45,7,10
WAS,10/16/11,0,2,237,192,2,20
WAS,10/23/11,0,0,256,175,4,33
WAS,10/30/11,1,1,262,138,2,23
WAS,11/6/11,1,0,200,138,2,19
WAS,11/13/11,1,1,209,103,2,20
WAS,11/20/11,0,0,292,89,4,27
WAS,11/27/11,0,1,144,124,2,17
WAS,12/4/11,1,0,165,101,0,34
WAS,12/11/11,0,1,357,79,1,34
WAS,12/18/11,0,3,257,91,3,10
WAS,12/24/11,0,0,152,241,2,33
WAS,1/1/11,1,1,335,75,2,34
TAM,9/11/11,0,1,305,126,0,27
TAM,9/18/11,1,0,228,186,2,20
TAM,9/25/11,2,1,330,30,4,13
TAM,10/3/11,1,0,281,62,4,17
TAM,10/9/11,1,0,205,213,0,48
TAM,10/16/11,1,3,383,70,0,20
TAM,10/23/11,0,2,226,177,2,24
TAM,11/6/11,0,1,258,195,0,27
TAM,11/13/11,0,0,242,185,1,37
TAM,11/20/11,0,1,299,91,2,35
TAM,11/27/11,2,2,160,202,2,23
TAM,12/4/11,0,0,231,163,2,38
TAM,12/11/11,0,2,217,116,1,41
TAM,12/17/11,1,0,249,160,2,31
TAM,12/24/11,0,0,171,270,1,48
TAM,1/1/11,1,1,177,251,0,45
JAX,9/11/11,0,1,263,43,2,14
JAX,9/18/11,0,2,182,101,1,32
JAX,9/25/11,0,0,158,107,0,16
JAX,10/2/11,0,2,351,177,3,23
JAX,10/9/11,0,1,179,77,2,30
JAX,10/16/11,0,0,200,185,3,17
JAX,10/24/11,1,1,137,34,3,7
JAX,10/30/11,2,0,225,156,2,24
JAX,11/13/11,1,2,161,84,5,3
JAX,11/20/11,0,1,199,148,2,14
JAX,11/27/11,1,0,127,88,0,20
JAX,12/5/11,0,0,294,139,0,38
JAX,12/11/11,4,3,184,110,3,14
JAX,12/15/11,0,0,280,97,1,41
JAX,12/24/11,1,2,350,65,1,23
JAX,1/1/11,1,2,264,56,3,13
IND,9/11/11,1,2,220,167,1,34
IND,9/18/11,1,0,211,106,1,27
IND,9/25/11,2,1,364,67,3,23
IND,10/3/11,0,0,287,192,2,24
IND,10/9/11,0,0,257,194,2,28
IND,10/16/11,0,0,264,94,0,27
IND,10/23/11,0,0,325,236,2,62
IND,10/30/11,0,0,224,96,1,27
IND,11/6/11,0,1,275,163,1,31
IND,11/13/11,0,1,118,141,2,17
IND,11/27/11,1,0,208,201,3,27
IND,12/4/11,0,0,289,73,1,31
IND,12/11/11,1,1,227,146,2,24
IND,12/18/11,1,2,331,66,1,13
IND,12/22/11,1,0,132,171,4,16
IND,1/1/11,1,0,92,190,3,19
CLE,9/11/11,0,0,173,139,4,27
CLE,9/18/11,1,1,191,109,2,19
CLE,9/25/11,1,1,255,138,5,16
CLE,10/2/11,0,1,220,112,0,31
CLE,10/16/11,1,0,187,151,2,24
CLE,10/23/11,1,1,97,68,4,3
CLE,10/30/11,0,0,177,174,1,20
CLE,11/6/11,0,1,119,261,0,30
CLE,11/13/11,1,1,155,133,1,13
CLE,11/20/11,0,0,210,108,1,10
CLE,11/27/11,1,0,270,132,2,23
CLE,12/4/11,1,0,158,290,1,24
CLE,12/8/11,2,1,280,147,2,14
CLE,12/18/11,0,1,313,74,4,20
CLE,12/24/11,0,1,132,162,1,20
CLE,1/1/11,2,0,221,161,2,13
KAN,9/11/11,0,1,208,163,1,41
KAN,9/18/11,0,1,322,89,0,48
KAN,9/25/11,0,2,266,117,2,20
KAN,10/2/11,0,1,202,151,2,17
KAN,10/9/11,0,0,277,78,0,24
KAN,10/23/11,0,6,177,155,1,0
KAN,10/31/11,2,2,369,102,3,20
KAN,11/6/11,0,0,244,107,0,31
KAN,11/13/11,0,0,69,244,0,17
KAN,11/21/11,1,0,234,157,3,34
KAN,11/27/11,1,1,193,108,1,13
KAN,12/4/11,0,3,133,93,7,3
KAN,12/11/11,1,0,181,159,3,37
KAN,12/18/11,0,0,235,102,4,14
KAN,12/24/11,0,2,237,71,0,16
KAN,1/1/11,1,1,60,216,2,3
STL,9/11/11,1,0,187,236,3,31
STL,9/19/11,0,1,223,119,3,28
STL,9/25/11,1,0,389,168,2,37
STL,10/2/11,0,2,143,196,0,17
STL,10/16/11,0,1,316,90,1,24
STL,10/23/11,1,0,166,294,2,34
STL,10/30/11,0,2,269,56,6,21
STL,11/6/11,0,0,222,70,3,19
STL,11/13/11,1,0,218,126,2,12
STL,11/20/11,0,2,203,126,4,24
STL,11/27/11,1,2,114,268,3,23
STL,12/4/11,0,0,274,144,4,26
STL,12/12/11,1,0,224,145,2,30
STL,12/18/11,0,1,179,110,1,20
STL,12/24/11,0,1,208,169,0,27
STL,1/1/11,0,0,227,116,3,34
NWE,9/9/12,1,1,272,20,2,13
NWE,9/16/12,2,0,140,102,2,20
NWE,9/23/12,0,1,382,121,0,31
NWE,9/30/12,2,4,350,98,3,28
NWE,10/7/12,3,0,337,70,2,21
NWE,10/14/12,2,0,293,85,2,24
NWE,10/21/12,1,1,328,106,4,26
NWE,10/28/12,0,2,244,107,2,7
NWE,11/11/12,2,1,337,162,3,31
NWE,11/18/12,1,3,334,119,1,24
NWE,11/22/12,4,1,301,119,2,19
NWE,12/2/12,1,0,186,101,3,16
NWE,12/10/12,0,1,247,100,2,14
NWE,12/16/12,1,1,221,180,1,41
NWE,12/23/12,0,3,348,93,1,16
NWE,12/30/12,1,1,235,47,7,0
NWE,1/13/12,0,1,343,91,1,28
NWE,1/20/12,0,0,240,121,2,28
DEN,9/9/12,0,1,245,75,5,19
DEN,9/17/12,0,0,219,67,1,27
DEN,9/23/12,1,1,290,152,1,31
DEN,9/30/12,0,0,202,56,3,6
DEN,10/7/12,1,0,223,251,4,31
DEN,10/15/12,2,4,241,90,4,24
DEN,10/28/12,0,1,213,51,1,14
DEN,11/4/12,0,1,299,91,5,23
DEN,11/11/12,0,2,241,52,7,14
DEN,11/18/12,1,2,258,53,4,23
DEN,11/25/12,0,1,126,148,2,9
DEN,12/2/12,0,1,242,71,1,23
DEN,12/6/12,1,1,273,61,1,13
DEN,12/16/12,1,1,254,56,3,17
DEN,12/23/12,1,0,183,91,6,12
DEN,12/30/12,0,0,49,93,4,3
DEN,1/12/12,1,0,331,155,1,38
NOR,9/9/12,0,0,320,153,2,40
NOR,9/16/12,1,0,253,219,1,35
NOR,9/23/12,2,1,248,273,3,27
NOR,9/30/12,1,1,319,102,0,28
NOR,10/7/12,1,1,354,117,5,24
NOR,10/21/12,0,0,420,102,2,28
NOR,10/28/12,1,0,305,225,0,34
NOR,11/5/12,1,1,272,221,7,13
NOR,11/11/12,0,1,411,46,1,27
NOR,11/18/12,0,2,312,120,3,17
NOR,11/25/12,1,1,231,144,0,31
NOR,11/29/12,1,0,165,124,1,23
NOR,12/9/12,0,2,259,135,0,52
NOR,12/16/12,1,4,330,67,2,0
NOR,12/23/12,1,0,416,40,2,31
NOR,12/30/12,0,1,260,273,1,44
WAS,9/9/12,1,2,339,32,2,32
WAS,9/16/12,2,1,310,151,2,31
WAS,9/23/12,1,1,401,93,2,38
WAS,9/30/12,0,1,299,80,1,22
WAS,10/7/12,1,1,345,83,1,24
WAS,10/14/12,1,2,352,94,4,26
WAS,10/21/12,0,2,337,64,1,27
WAS,10/28/12,0,0,222,140,1,27
WAS,11/4/12,0,0,201,129,0,21
WAS,11/18/12,1,2,204,80,4,6
WAS,11/22/12,1,2,441,35,2,31
WAS,12/3/12,0,0,280,117,1,16
WAS,12/9/12,1,1,182,186,2,28
WAS,12/16/12,0,2,244,58,2,21
WAS,12/23/12,1,1,345,90,5,20
WAS,12/30/12,0,3,218,100,2,18
WAS,1/6/12,1,0,187,224,5,24
GNB,9/9/12,0,0,211,186,4,30
GNB,9/13/12,0,4,126,94,7,10
GNB,9/24/12,0,0,130,127,1,14
GNB,9/30/12,0,0,446,45,2,27
GNB,10/7/12,0,1,362,119,4,30
GNB,10/14/12,0,3,255,90,3,24
GNB,10/21/12,0,1,255,108,3,20
GNB,10/28/12,1,0,303,62,2,15
GNB,11/4/12,1,1,306,54,2,17
GNB,11/18/12,2,2,266,110,5,20
GNB,11/25/12,0,0,249,147,1,38
GNB,12/2/12,0,2,119,240,0,14
GNB,12/9/12,1,1,264,135,1,20
GNB,12/16/12,0,1,135,83,4,13
GNB,12/23/12,0,2,140,79,7,7
GNB,12/30/12,0,0,234,217,1,37
GNB,1/5/12,2,1,180,167,3,10
GNB,1/12/12,0,1,263,323,1,45
NYG,9/5/12,0,1,307,143,2,24
NYG,9/16/12,0,2,243,79,2,34
NYG,9/20/12,2,3,288,60,2,7
NYG,9/30/12,0,0,241,191,2,19
NYG,10/7/12,1,2,291,84,0,27
NYG,10/14/12,0,3,282,80,6,3
NYG,10/21/12,3,1,258,248,3,23
NYG,10/28/12,2,4,437,19,4,24
NYG,11/4/12,1,1,216,158,4,24
NYG,11/11/12,1,0,199,76,0,31
NYG,11/25/12,1,1,230,116,5,10
NYG,12/3/12,1,0,163,207,0,17
NYG,12/9/12,2,2,354,142,1,27
NYG,12/16/12,0,0,270,129,1,34
NYG,12/23/12,0,0,309,224,0,33
NYG,12/30/12,0,1,211,110,1,7
ATL,9/9/12,1,2,258,152,3,24
ATL,9/17/12,1,3,241,118,3,21
ATL,9/23/12,2,2,173,116,1,3
ATL,9/30/12,1,0,215,199,3,28
ATL,10/7/12,0,2,202,129,3,17
ATL,10/14/12,2,1,353,149,3,20
ATL,10/28/12,0,0,191,92,3,17
ATL,11/4/12,0,0,321,65,1,13
ATL,11/11/12,0,1,298,148,1,31
ATL,11/18/12,1,0,70,137,3,19
ATL,11/25/12,0,0,284,50,2,23
ATL,11/29/12,0,5,341,101,1,13
ATL,12/9/12,0,0,287,195,1,30
ATL,12/16/12,1,2,161,97,1,0
ATL,12/22/12,2,1,443,79,0,18
ATL,12/30/12,0,1,222,144,0,22
ATL,1/13/12,1,1,385,123,2,28
ATL,1/20/12,1,0,233,149,1,28
HOU,9/9/12,1,3,219,76,2,10
HOU,9/16/12,1,0,76,65,3,7
HOU,9/23/12,1,0,330,59,3,25
HOU,9/30/12,1,2,193,158,4,14
HOU,10/8/12,0,2,230,69,3,17
HOU,10/14/12,0,0,338,99,2,42
HOU,10/21/12,0,2,147,55,4,13
HOU,11/4/12,1,0,239,74,4,9
HOU,11/11/12,2,2,134,115,0,6
HOU,11/18/12,1,0,378,86,2,37
HOU,11/22/12,1,0,441,106,3,31
HOU,12/2/12,3,3,309,89,6,10
HOU,12/10/12,0,1,296,130,1,42
HOU,12/16/12,1,0,186,124,5,17
HOU,12/23/12,1,0,174,174,1,23
HOU,12/30/12,0,0,191,81,1,28
HOU,1/5/12,0,1,127,80,2,13
HOU,1/13/12,0,0,344,122,1,41
SEA,9/9/12,1,1,215,43,1,20
SEA,9/16/12,1,1,251,49,1,7
SEA,9/24/12,0,0,223,84,8,12
SEA,9/30/12,0,1,223,75,2,19
SEA,10/7/12,2,0,141,82,4,12
SEA,10/14/12,0,2,395,87,1,23
SEA,10/18/12,0,1,140,175,2,13
SEA,10/28/12,0,1,352,84,2,28
SEA,11/4/12,1,1,63,243,4,20
SEA,11/11/12,2,1,132,84,3,7
SEA,11/25/12,0,1,253,189,1,24
SEA,12/2/12,0,0,233,132,0,17
SEA,12/9/12,4,4,133,43,3,0
SEA,12/16/12,1,2,247,118,3,17
SEA,12/23/12,1,1,244,82,1,13
SEA,12/30/12,0,1,252,79,0,13
SEA,1/6/12,1,1,115,104,2,14
SEA,1/13/12,0,2,250,167,0,30
BAL,9/10/12,1,1,221,129,4,13
BAL,9/16/12,2,2,371,129,2,24
BAL,9/23/12,0,0,335,77,2,30
BAL,9/27/12,1,1,320,43,1,16
BAL,10/7/12,2,2,124,214,0,6
BAL,10/14/12,0,1,261,227,1,29
BAL,10/21/12,0,0,256,181,2,43
BAL,11/4/12,0,2,176,116,1,15
BAL,11/11/12,2,1,368,72,3,20
BAL,11/18/12,2,1,199,134,3,10
BAL,11/25/12,0,0,228,91,6,13
BAL,12/2/12,1,2,276,96,2,23
BAL,12/9/12,1,0,268,179,3,31
BAL,12/16/12,0,0,204,163,2,34
BAL,12/23/12,0,0,150,67,3,14
BAL,12/30/12,0,0,143,47,2,23
BAL,1/6/12,1,1,288,152,3,9
BAL,1/12/12,1,2,290,125,3,35
BAL,1/20/12,1,2,320,108,0,13
BAL,2/3/12,1,0,287,93,2,34
SFO,9/9/12,0,1,303,45,3,22
SFO,9/16/12,0,1,230,82,2,19
SFO,9/23/12,2,0,198,146,0,24
SFO,9/30/12,3,1,112,45,3,0
SFO,10/7/12,1,1,126,89,1,3
SFO,10/14/12,0,0,193,149,0,26
SFO,10/18/12,0,1,122,136,2,6
SFO,10/29/12,0,1,290,7,4,3
SFO,11/11/12,1,0,315,159,2,24
SFO,11/19/12,0,2,107,85,6,7
SFO,11/25/12,0,2,267,59,5,21
SFO,12/2/12,0,0,221,85,2,16
SFO,12/9/12,1,0,150,94,2,13
SFO,12/16/12,2,2,443,95,3,34
SFO,12/23/12,0,1,171,176,1,42
SFO,12/30/12,1,1,225,55,2,13
SFO,1/12/12,1,1,257,104,1,31
