target,date,player_home,played,betting_over_under_line,weather_temperature,weather_wind_mph,weather_humidity,defense_fumbles_forced_moving_avg_1,defense_fumbles_forced_moving_max_1,defense_fumbles_forced_moving_min_1,defense_fumbles_forced_moving_avg_3,defense_fumbles_forced_moving_max_3,defense_fumbles_forced_moving_min_3,defense_fumbles_forced_moving_avg_5,defense_fumbles_forced_moving_max_5,defense_fumbles_forced_moving_min_5,defense_interceptions_moving_avg_1,defense_interceptions_moving_max_1,defense_interceptions_moving_min_1,defense_interceptions_moving_avg_3,defense_interceptions_moving_max_3,defense_interceptions_moving_min_3,defense_interceptions_moving_avg_5,defense_interceptions_moving_max_5,defense_interceptions_moving_min_5,defense_pass_yards_allowed_moving_avg_1,defense_pass_yards_allowed_moving_max_1,defense_pass_yards_allowed_moving_min_1,defense_pass_yards_allowed_moving_avg_3,defense_pass_yards_allowed_moving_max_3,defense_pass_yards_allowed_moving_min_3,defense_pass_yards_allowed_moving_avg_5,defense_pass_yards_allowed_moving_max_5,defense_pass_yards_allowed_moving_min_5,defense_rush_yards_allowed_moving_avg_1,defense_rush_yards_allowed_moving_max_1,defense_rush_yards_allowed_moving_min_1,defense_rush_yards_allowed_moving_avg_3,defense_rush_yards_allowed_moving_max_3,defense_rush_yards_allowed_moving_min_3,defense_rush_yards_allowed_moving_avg_5,defense_rush_yards_allowed_moving_max_5,defense_rush_yards_allowed_moving_min_5,defense_sacks_moving_avg_1,defense_sacks_moving_max_1,defense_sacks_moving_min_1,defense_sacks_moving_avg_3,defense_sacks_moving_max_3,defense_sacks_moving_min_3,defense_sacks_moving_avg_5,defense_sacks_moving_max_5,defense_sacks_moving_min_5,defense_points_allowed_moving_avg_1,defense_points_allowed_moving_max_1,defense_points_allowed_moving_min_1,defense_points_allowed_moving_avg_3,defense_points_allowed_moving_max_3,defense_points_allowed_moving_min_3,defense_points_allowed_moving_avg_5,defense_points_allowed_moving_max_5,defense_points_allowed_moving_min_5,weather_inclement,player_fantpt_moving_avg_1,player_fantpt_moving_max_1,player_fantpt_moving_min_1,player_fantpt_moving_avg_3,player_fantpt_moving_max_3,player_fantpt_moving_min_3,player_fantpt_moving_avg_5,player_fantpt_moving_max_5,player_fantpt_moving_min_5,betting_spread
29.34,2010-12-06,1,1,44.5,28.0,16.0,,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,0.8,2.0,0.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,135.0,135.0,135.0,198.0,254.0,135.0,200.8,254.0,135.0,46.0,46.0,46.0,83.33333333333333,107.0,46.0,81.8,107.0,46.0,3.0,3.0,3.0,2.3333333333333335,3.0,1.0,2.2,3.0,1.0,10.0,10.0,10.0,19.0,27.0,10.0,17.2,27.0,9.0,False,29.739999999999995,29.74,29.74,23.76,29.74,15.24,21.528,29.74,13.3,-4.0
22.76,2010-12-12,0,1,37.0,27.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.4,3.0,0.0,178.0,178.0,178.0,232.66666666666666,333.0,178.0,233.4,333.0,170.0,134.0,134.0,134.0,92.66666666666667,134.0,39.0,78.8,134.0,39.0,2.0,2.0,2.0,4.0,6.0,2.0,2.8,6.0,1.0,20.0,20.0,20.0,15.333333333333334,26.0,0.0,15.6,26.0,0.0,True,29.34,29.34,29.34,24.773333333333337,29.74,15.24,24.735999999999997,29.74,15.24,-3.0
14.52,2010-12-19,1,1,43.5,32.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.2,2.0,0.0,117.0,117.0,117.0,169.33333333333334,197.0,117.0,179.8,208.0,117.0,190.0,190.0,190.0,134.66666666666666,190.0,97.0,107.2,190.0,39.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,2.6,4.0,1.0,7.0,7.0,7.0,14.333333333333334,20.0,7.0,10.6,20.0,3.0,False,22.76,22.76,22.76,27.280000000000005,29.74,22.76,24.676,29.74,15.24,-14.5
18.9,2010-12-26,0,1,45.5,22.0,1.0,69.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.6,4.0,0.0,276.0,276.0,276.0,183.0,276.0,86.0,208.6,276.0,86.0,65.0,65.0,65.0,126.66666666666667,210.0,65.0,143.8,210.0,65.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,2.4,5.0,1.0,14.0,14.0,14.0,19.333333333333332,38.0,6.0,21.6,38.0,6.0,True,14.52,14.52,14.52,22.206666666666674,29.34,14.52,22.32,29.74,14.52,-9.0
15.96,2011-01-02,1,1,44.0,47.0,5.0,91.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,222.0,222.0,222.0,220.33333333333334,223.0,216.0,226.0,252.0,216.0,67.0,67.0,67.0,75.0,87.0,67.0,58.6,87.0,16.0,2.0,2.0,2.0,3.3333333333333335,6.0,2.0,2.6,6.0,1.0,34.0,34.0,34.0,19.0,34.0,6.0,17.4,34.0,6.0,True,18.900000000000002,18.9,18.9,18.72666666666667,22.76,14.52,23.052,29.74,14.52,-6.0
34.98,2011-09-12,0,1,47.0,82.0,1.0,73.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,321.0,321.0,321.0,255.33333333333334,321.0,222.0,239.8,321.0,216.0,181.0,181.0,181.0,106.33333333333333,181.0,67.0,91.6,181.0,52.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,2.4,6.0,0.0,38.0,38.0,38.0,29.666666666666668,38.0,17.0,21.6,38.0,6.0,False,15.96,15.96,15.96,16.460000000000004,18.9,14.52,20.296,29.34,14.52,-7.5
29.22,2011-09-18,1,1,53.5,63.0,12.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,39.0,39.0,39.0,171.0,269.0,39.0,145.2,269.0,39.0,159.0,159.0,159.0,135.66666666666666,159.0,102.0,103.2,159.0,48.0,2.0,2.0,2.0,1.6666666666666667,3.0,0.0,3.0,6.0,0.0,17.0,17.0,17.0,26.333333333333332,34.0,17.0,17.2,34.0,0.0,False,34.98,34.98,34.98,23.280000000000005,34.98,15.96,21.424,34.98,14.52,-7.0
23.98,2011-09-25,0,1,54.5,81.0,8.0,60.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,323.0,323.0,323.0,187.0,323.0,119.0,195.4,323.0,119.0,131.0,131.0,131.0,171.66666666666666,276.0,108.0,159.4,276.0,65.0,0.0,0.0,0.0,1.0,2.0,0.0,1.4,3.0,0.0,35.0,35.0,35.0,26.666666666666668,38.0,7.0,25.6,38.0,7.0,False,29.21999999999999,29.22,29.22,26.72000000000001,34.98,15.96,22.716,34.98,14.52,-7.5
16.94,2011-10-02,0,1,55.5,71.0,6.0,50.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,2.0,1.0,369.0,369.0,369.0,312.3333333333333,369.0,264.0,251.6,369.0,142.0,100.0,100.0,100.0,120.33333333333333,223.0,38.0,133.4,223.0,38.0,4.0,4.0,4.0,3.3333333333333335,5.0,1.0,3.4,7.0,0.0,24.0,24.0,24.0,27.333333333333332,38.0,20.0,24.6,38.0,10.0,False,23.97999999999999,23.98,23.98,29.393333333333345,34.98,23.98,24.608,34.98,15.96,-6.5
15.14,2011-10-09,1,1,50.0,84.0,9.0,40.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,1.6666666666666667,4.0,0.0,1.6,4.0,0.0,163.0,163.0,163.0,143.33333333333334,163.0,111.0,181.0,342.0,111.0,112.0,112.0,112.0,152.66666666666666,234.0,112.0,137.6,234.0,64.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,2.2,4.0,1.0,34.0,34.0,34.0,23.666666666666668,34.0,3.0,23.8,34.0,3.0,False,16.939999999999987,16.94,16.94,23.380000000000013,29.22,16.94,24.216,34.98,15.96,-7.5
17.26,2011-10-16,1,1,54.5,63.0,8.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.0,1.0,240.0,240.0,240.0,223.0,250.0,179.0,233.2,335.0,162.0,63.0,63.0,63.0,67.33333333333333,74.0,63.0,73.6,121.0,45.0,0.0,0.0,0.0,3.0,6.0,0.0,3.6,6.0,0.0,34.0,34.0,34.0,24.666666666666668,34.0,16.0,22.8,34.0,13.0,False,15.139999999999983,15.14,15.14,18.68666666666668,23.98,15.14,24.052000000000003,34.98,15.14,-7.0
15.92,2011-10-30,0,1,52.0,40.0,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,272.0,272.0,272.0,214.33333333333334,272.0,109.0,186.8,272.0,109.0,73.0,73.0,73.0,90.66666666666667,133.0,66.0,109.8,180.0,66.0,2.0,2.0,2.0,3.3333333333333335,5.0,2.0,2.2,5.0,0.0,20.0,20.0,20.0,16.666666666666668,20.0,13.0,17.4,20.0,13.0,False,17.259999999999984,17.26,17.26,16.446666666666683,17.26,15.14,20.508000000000003,29.22,15.14,-3.0
16.18,2011-11-06,1,1,51.0,54.0,9.0,,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,138.0,138.0,138.0,232.33333333333334,315.0,138.0,229.0,315.0,138.0,145.0,145.0,145.0,148.33333333333334,155.0,145.0,155.6,177.0,145.0,5.0,5.0,5.0,4.666666666666667,6.0,3.0,4.0,6.0,2.0,17.0,17.0,17.0,25.666666666666668,36.0,17.0,24.0,36.0,16.0,False,15.919999999999984,15.92,15.92,16.106666666666683,17.26,15.14,17.848000000000006,23.98,15.14,-9.0
25.36,2011-11-13,0,1,47.0,58.0,1.0,37.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6,2.0,1.0,191.0,191.0,191.0,191.33333333333334,204.0,179.0,211.6,321.0,163.0,96.0,96.0,96.0,103.33333333333333,118.0,96.0,114.8,152.0,96.0,0.0,0.0,0.0,1.6666666666666667,4.0,0.0,2.2,4.0,0.0,11.0,11.0,11.0,12.666666666666666,21.0,6.0,20.4,34.0,6.0,False,16.17999999999998,16.18,16.18,16.45333333333335,17.26,15.92,16.288000000000004,17.26,15.14,2.5
16.36,2011-11-21,1,1,47.0,30.0,2.0,,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.6,6.0,0.0,69.0,69.0,69.0,227.33333333333334,369.0,69.0,227.2,369.0,69.0,244.0,244.0,244.0,151.0,244.0,102.0,137.2,244.0,78.0,0.0,0.0,0.0,1.0,3.0,0.0,0.8,3.0,0.0,17.0,17.0,17.0,22.666666666666668,31.0,17.0,18.4,31.0,0.0,False,25.359999999999978,25.36,25.36,19.15333333333335,25.36,15.92,17.972,25.36,15.14,-17.0
29.24,2011-11-27,0,1,50.5,63.0,1.0,56.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6,4.0,0.0,264.0,264.0,264.0,262.3333333333333,315.0,208.0,250.0,315.0,203.0,29.0,29.0,29.0,93.66666666666667,164.0,29.0,81.6,164.0,29.0,3.0,3.0,3.0,2.3333333333333335,4.0,0.0,2.6,4.0,0.0,10.0,10.0,10.0,20.333333333333332,30.0,10.0,16.2,30.0,7.0,False,16.359999999999978,16.36,16.36,19.300000000000015,25.36,16.18,18.216,25.36,15.92,-3.5
20.26,2011-12-04,1,1,48.5,54.0,10.0,,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,208.0,208.0,208.0,200.33333333333334,275.0,118.0,230.0,325.0,118.0,201.0,201.0,201.0,168.33333333333334,201.0,141.0,167.4,236.0,96.0,3.0,3.0,3.0,2.0,3.0,1.0,1.8,3.0,1.0,27.0,27.0,27.0,25.0,31.0,17.0,32.8,62.0,17.0,False,29.23999999999998,29.24,29.24,23.653333333333347,29.24,16.36,20.612000000000002,29.24,15.92,-20.5
25.08,2011-12-11,0,1,47.0,40.0,0.0,33.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,165.0,165.0,165.0,200.33333333333334,292.0,144.0,202.0,292.0,144.0,101.0,101.0,101.0,104.66666666666667,124.0,89.0,111.0,138.0,89.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,34.0,34.0,34.0,26.0,34.0,17.0,23.4,34.0,17.0,False,20.259999999999987,20.26,20.26,21.953333333333347,29.24,16.36,21.48,29.24,16.18,-7.5
27.0,2011-12-18,0,1,47.5,63.0,3.0,16.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,115.0,115.0,115.0,230.66666666666666,389.0,115.0,216.8,389.0,115.0,159.0,159.0,159.0,157.66666666666666,185.0,129.0,138.0,185.0,83.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.0,3.4,4.0,3.0,10.0,10.0,10.0,18.333333333333332,32.0,10.0,15.6,32.0,10.0,False,25.079999999999988,25.08,25.08,24.860000000000014,29.24,20.26,23.26,29.24,16.36,-7.5
29.86,2011-12-24,1,1,49.5,32.0,7.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.8,3.0,1.0,316.0,316.0,316.0,265.6666666666667,316.0,208.0,247.6,316.0,208.0,113.0,113.0,113.0,70.0,113.0,46.0,67.2,113.0,41.0,3.0,3.0,3.0,3.0,4.0,2.0,2.4,4.0,1.0,23.0,23.0,23.0,21.0,26.0,14.0,18.2,26.0,8.0,False,26.999999999999986,27.0,27.0,24.113333333333347,27.0,20.26,23.588,29.24,16.36,-7.5
23.52,2012-01-01,1,1,50.0,54.0,5.0,,0.0,0.0,0.0,1.3333333333333333,3.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.8,3.0,0.0,185.0,185.0,185.0,214.0,240.0,185.0,192.4,240.0,140.0,133.0,133.0,133.0,179.0,254.0,133.0,172.4,254.0,133.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,14.0,14.0,14.0,27.0,37.0,14.0,26.4,37.0,14.0,False,29.859999999999985,29.86,29.86,27.313333333333347,29.86,25.08,26.288,29.86,20.26,-10.0
19.36,2012-12-30,1,1,46.5,28.0,13.0,45.0,3.0,3.0,3.0,1.0,3.0,0.0,0.6,3.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,240.0,240.0,240.0,215.33333333333334,240.0,185.0,221.6,240.0,185.0,154.0,154.0,154.0,131.66666666666666,155.0,86.0,119.8,155.0,86.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,2.8,4.0,2.0,10.0,10.0,10.0,13.333333333333334,27.0,3.0,16.8,27.0,3.0,False,14.679999999999986,14.68,14.68,22.646666666666672,28.44,14.68,22.15600000000001,31.42,11.42,-10.0
17.54,2012-09-09,0,1,48.0,77.0,4.0,45.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,258.0,258.0,258.0,179.33333333333334,258.0,82.0,232.6,337.0,82.0,152.0,152.0,152.0,156.66666666666666,205.0,113.0,137.6,205.0,104.0,3.0,3.0,3.0,1.3333333333333333,3.0,0.0,1.4,3.0,0.0,22.0,22.0,22.0,22.0,27.0,17.0,21.0,27.0,17.0,False,23.519999999999982,23.52,23.52,26.793333333333347,29.86,23.52,25.144000000000002,29.86,20.26,-6.5
14.54,2012-09-16,1,1,47.0,71.0,2.0,55.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,153.0,153.0,153.0,176.33333333333334,222.0,153.0,186.0,226.0,153.0,115.0,115.0,115.0,152.66666666666666,178.0,115.0,133.6,178.0,90.0,3.0,3.0,3.0,3.0,4.0,2.0,3.2,5.0,2.0,16.0,16.0,16.0,19.666666666666668,23.0,16.0,19.0,23.0,16.0,False,17.53999999999998,17.54,17.54,23.640000000000015,29.86,17.54,24.6,29.86,17.54,-13.5
18.1,2012-09-23,0,1,48.0,67.0,5.0,39.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.6,3.0,0.0,371.0,371.0,371.0,293.0,371.0,221.0,260.4,371.0,184.0,129.0,129.0,129.0,117.0,129.0,93.0,115.6,131.0,93.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,24.0,24.0,24.0,23.666666666666668,34.0,13.0,21.4,34.0,13.0,False,14.539999999999985,14.54,14.54,18.533333333333346,23.52,14.54,22.492000000000004,29.86,14.54,3.0
32.0,2012-09-30,0,1,48.5,61.0,7.0,72.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,237.0,237.0,237.0,268.0,301.0,237.0,269.8,360.0,185.0,33.0,33.0,33.0,100.33333333333333,150.0,33.0,114.4,150.0,33.0,4.0,4.0,4.0,3.0,5.0,0.0,3.4,5.0,0.0,14.0,14.0,14.0,26.333333333333332,48.0,14.0,28.4,49.0,14.0,False,18.099999999999987,18.1,18.1,16.726666666666684,18.1,14.54,20.712000000000007,29.86,14.54,-4.5
18.72,2012-10-07,1,1,51.5,54.0,4.0,65.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,202.0,202.0,202.0,237.0,290.0,202.0,263.8,363.0,202.0,56.0,56.0,56.0,91.66666666666667,152.0,56.0,99.2,152.0,56.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,2.0,5.0,0.0,6.0,6.0,6.0,21.333333333333332,31.0,6.0,25.6,45.0,6.0,False,31.999999999999986,32.0,32.0,21.54666666666668,32.0,14.54,21.140000000000008,32.0,14.54,-6.0
