target,player_home,betting_over_under_line,weather_temperature,weather_wind_mph,weather_humidity,defense_fumbles_forced_moving_avg_1,defense_fumbles_forced_moving_max_1,defense_fumbles_forced_moving_min_1,defense_fumbles_forced_moving_avg_3,defense_fumbles_forced_moving_max_3,defense_fumbles_forced_moving_min_3,defense_fumbles_forced_moving_avg_5,defense_fumbles_forced_moving_max_5,defense_fumbles_forced_moving_min_5,defense_interceptions_moving_avg_1,defense_interceptions_moving_max_1,defense_interceptions_moving_min_1,defense_interceptions_moving_avg_3,defense_interceptions_moving_max_3,defense_interceptions_moving_min_3,defense_interceptions_moving_avg_5,defense_interceptions_moving_max_5,defense_interceptions_moving_min_5,defense_pass_yards_allowed_moving_avg_1,defense_pass_yards_allowed_moving_max_1,defense_pass_yards_allowed_moving_min_1,defense_pass_yards_allowed_moving_avg_3,defense_pass_yards_allowed_moving_max_3,defense_pass_yards_allowed_moving_min_3,defense_pass_yards_allowed_moving_avg_5,defense_pass_yards_allowed_moving_max_5,defense_pass_yards_allowed_moving_min_5,defense_rush_yards_allowed_moving_avg_1,defense_rush_yards_allowed_moving_max_1,defense_rush_yards_allowed_moving_min_1,defense_rush_yards_allowed_moving_avg_3,defense_rush_yards_allowed_moving_max_3,defense_rush_yards_allowed_moving_min_3,defense_rush_yards_allowed_moving_avg_5,defense_rush_yards_allowed_moving_max_5,defense_rush_yards_allowed_moving_min_5,defense_sacks_moving_avg_1,defense_sacks_moving_max_1,defense_sacks_moving_min_1,defense_sacks_moving_avg_3,defense_sacks_moving_max_3,defense_sacks_moving_min_3,defense_sacks_moving_avg_5,defense_sacks_moving_max_5,defense_sacks_moving_min_5,defense_points_allowed_moving_avg_1,defense_points_allowed_moving_max_1,defense_points_allowed_moving_min_1,defense_points_allowed_moving_avg_3,defense_points_allowed_moving_max_3,defense_points_allowed_moving_min_3,defense_points_allowed_moving_avg_5,defense_points_allowed_moving_max_5,defense_points_allowed_moving_min_5,weather_inclement,player_fantpt_moving_avg_1,player_fantpt_moving_max_1,player_fantpt_moving_min_1,player_fantpt_moving_avg_3,player_fantpt_moving_max_3,player_fantpt_moving_min_3,player_fantpt_moving_avg_5,player_fantpt_moving_max_5,player_fantpt_moving_min_5,betting_spread,twitter_count_player_tweets,twitter_count_opponent_tweets,twitter_count_player_swing_1_3,twitter_count_opponent_swing_1_3,twitter_player_net_sentiment,twitter_opponent_net_sentiment,twitter_player_pct_neutral,twitter_opponent_pct_neutral,twitter_net_sentiment_player_swing_1_3,twitter_net_sentiment_opponent_swing_1_3,twitter_pct_neutral_player_swing_1_3,twitter_pct_neutral_opponent_swing_1_3
12.1,1,50.5,63.0,1.0,56.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,1.6,3.0,1.0,230.0,230.0,230.0,262.0,306.0,230.0,293.6,365.0,230.0,125.0,125.0,125.0,115.33333333333333,125.0,110.0,104.2,125.0,77.0,3.0,3.0,3.0,2.6666666666666665,5.0,0.0,3.0,5.0,0.0,3.0,3.0,3.0,14.333333333333334,24.0,3.0,16.8,25.0,3.0,False,11.5,11.5,11.5,14.833333333333343,17.7,11.5,19.279999999999998,32.0,11.5,3.5,546.0,423.0,0.045871559633027525,0.014925373134328358,-0.36813186813186816,-0.11347517730496454,0.37362637362637363,0.3791208791208791,-0.4799938442597722,0.3958333333333334,-0.19182652210175136,-0.10884601383327262
25.3,0,43.5,39.0,2.0,,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.2,2.0,0.0,314.0,314.0,314.0,250.33333333333334,314.0,181.0,239.6,314.0,168.0,110.0,110.0,110.0,75.66666666666667,110.0,42.0,96.4,163.0,42.0,1.0,1.0,1.0,2.3333333333333335,5.0,1.0,1.6,5.0,0.0,23.0,23.0,23.0,15.666666666666666,23.0,7.0,20.8,34.0,7.0,False,12.100000000000001,12.1,12.1,12.966666666666677,15.3,11.5,17.72,32.0,11.5,-3.0,487.0,113.0,,,-0.41478439425051333,-0.4424778761061947,0.3757700205338809,0.07392197125256673,,,,
19.1,0,44.5,78.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.6666666666666667,2.0,1.0,1.4,2.0,0.0,273.0,273.0,273.0,238.0,273.0,215.0,236.4,273.0,215.0,46.0,46.0,46.0,57.333333333333336,85.0,41.0,69.8,116.0,41.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,2.6,5.0,1.0,14.0,14.0,14.0,14.0,20.0,8.0,10.8,20.0,3.0,False,25.300000000000004,25.3,25.3,16.30000000000001,25.3,11.5,16.38,25.3,11.5,3.0,547.0,254.0,0.21875,-0.26666666666666666,-0.3235831809872029,-0.40551181102362205,0.4113345521023766,0.15722120658135283,-0.06227106227106224,0.7647058823529412,0.08699324324324328,0.07555555555555556
25.7,1,44.0,35.0,9.0,41.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,195.0,195.0,195.0,226.66666666666666,264.0,195.0,222.6,329.0,104.0,65.0,65.0,65.0,83.66666666666667,100.0,65.0,87.2,125.0,60.0,5.0,5.0,5.0,3.3333333333333335,5.0,2.0,2.2,5.0,0.0,10.0,10.0,10.0,17.666666666666668,24.0,10.0,21.4,37.0,10.0,False,19.100000000000005,19.1,19.1,18.833333333333343,25.3,12.1,16.66,25.3,11.5,-3.0,631.0,1463.0,-0.3228346456692913,-0.1308411214953271,-0.20285261489698891,-0.15516062884483936,0.4706814580031696,1.1125198098256734,0.2047123623011014,0.06835637480798779,0.40642035130224125,-0.028037383177570097
4.5,0,50.0,72.0,0.0,,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,148.0,148.0,148.0,265.0,400.0,148.0,275.0,400.0,148.0,58.0,58.0,58.0,90.33333333333333,110.0,58.0,84.0,110.0,58.0,3.0,3.0,3.0,2.6666666666666665,5.0,0.0,3.0,5.0,0.0,15.0,15.0,15.0,23.666666666666668,37.0,15.0,22.8,37.0,15.0,False,25.700000000000003,25.7,25.7,23.366666666666678,25.7,19.1,18.740000000000002,25.7,11.5,-2.5,805.0,700.0,-0.24050632911392406,0.65,-0.1565217391304348,-0.27,0.3590062111801242,0.39627329192546584,-0.3416666666666667,0.3223140495867768,0.13080168776371304,0.2890625
11.6,0,42.0,68.0,9.0,57.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,221.0,221.0,221.0,222.0,313.0,132.0,220.8,313.0,132.0,161.0,161.0,161.0,132.33333333333334,162.0,74.0,166.8,290.0,74.0,2.0,2.0,2.0,2.3333333333333335,4.0,1.0,2.0,4.0,1.0,13.0,13.0,13.0,17.666666666666668,20.0,13.0,18.2,24.0,13.0,False,4.5000000000000036,4.5,4.5,16.433333333333348,25.7,4.5,17.34,25.7,4.5,-9.5,2354.0,1137.0,-0.5861386138613861,0.06666666666666667,-0.1826677994902294,-0.2928759894459103,0.5,0.16525063721325403,-0.9742035450969709,-0.796875,0.020725437928408266,0.26763285024154604
12.9,1,47.0,74.0,5.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.2,3.0,0.0,221.0,221.0,221.0,249.0,287.0,221.0,232.6,287.0,184.0,129.0,129.0,129.0,106.0,129.0,93.0,110.8,131.0,93.0,4.0,4.0,4.0,2.3333333333333335,4.0,1.0,1.6,4.0,0.0,13.0,13.0,13.0,23.333333333333332,34.0,13.0,19.8,34.0,13.0,False,11.600000000000001,11.6,11.6,13.933333333333346,25.7,4.5,17.240000000000002,25.7,4.5,-3.0,1557.0,826.0,1.2074468085106382,0.024844720496894408,-0.1682723185613359,-0.0847457627118644,0.43481053307642903,0.26396917148362237,-0.4563855421686747,-1.9367272727272729,-0.06066093254866453,0.2644188110026619
7.8,0,42.0,72.0,0.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,316.0,316.0,316.0,230.33333333333334,316.0,153.0,214.2,316.0,153.0,90.0,90.0,90.0,127.66666666666667,178.0,90.0,133.6,178.0,90.0,4.0,4.0,4.0,3.6666666666666665,4.0,3.0,3.0,4.0,2.0,18.0,18.0,18.0,18.0,20.0,16.0,18.8,23.0,16.0,False,12.9,12.9,12.9,9.66666666666668,12.9,4.5,14.760000000000002,25.7,4.5,-3.0,1390.0,926.0,0.696078431372549,0.9856115107913669,-0.21942446043165467,-0.1771058315334773,0.437410071942446,0.3079136690647482,-0.2419488026424443,-0.6362721417069244,0.03526865291571168,-0.045675087836707415
14.0,1,46.5,63.0,8.0,59.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,1.4,3.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,1.4,3.0,0.0,288.0,288.0,288.0,279.3333333333333,307.0,243.0,259.6,307.0,196.0,60.0,60.0,60.0,94.0,143.0,60.0,115.8,150.0,60.0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,4.0,2.0,7.0,7.0,7.0,21.666666666666668,34.0,7.0,20.4,34.0,7.0,True,7.799999999999999,7.8,7.8,10.76666666666668,12.9,7.8,12.500000000000002,25.7,4.5,-1.5,1334.0,1172.0,0.8382352941176471,-0.06844106463878327,-0.12293853073463268,-0.3720136518771331,0.431784107946027,0.34707646176911544,-1.704,0.545795918367347,-0.1989812684850477,0.1543230285997685
14.0,0,44.0,48.0,7.0,68.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,209.0,209.0,209.0,200.0,253.0,138.0,218.6,316.0,138.0,119.0,119.0,119.0,101.0,119.0,90.0,101.2,131.0,72.0,1.0,1.0,1.0,1.6666666666666667,2.0,1.0,1.4,2.0,0.0,34.0,34.0,34.0,25.0,34.0,10.0,22.6,34.0,9.0,True,13.999999999999996,14.0,14.0,11.566666666666679,14.0,7.8,10.16,14.0,4.5,4.0,1339.0,859.0,1.8435374149659864,-0.20689655172413793,-0.17027632561613143,-0.2549476135040745,0.44510828976848393,0.29873039581777444,-0.2966507177033493,-0.4700693131695021,-0.030238685069403467,0.23497536945812814
10.8,1,47.5,73.0,14.0,58.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,238.33333333333334,378.0,111.0,275.8,466.0,111.0,127.0,127.0,127.0,111.33333333333333,148.0,59.0,115.6,167.0,59.0,2.0,2.0,2.0,1.6666666666666667,3.0,0.0,2.2,4.0,0.0,20.0,20.0,20.0,30.333333333333332,44.0,20.0,31.8,45.0,20.0,False,13.999999999999996,14.0,14.0,11.933333333333346,14.0,7.8,12.059999999999999,14.0,7.8,-3.5,1133.0,649.0,0.7814207650273224,-0.10526315789473684,-0.14563106796116504,-0.22496147919876733,0.4492497793468667,0.2497793468667255,-0.6631901840490798,-0.47165775401069526,-0.09638077136295245,-0.1891447368421052
18.7,1,43.0,58.0,13.0,75.0,2.0,2.0,2.0,1.0,2.0,0.0,1.2,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6,3.0,0.0,353.0,353.0,353.0,256.6666666666667,353.0,202.0,236.8,353.0,173.0,149.0,149.0,149.0,159.0,199.0,129.0,142.2,199.0,116.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,3.0,1.0,20.0,20.0,20.0,21.666666666666668,28.0,17.0,17.8,28.0,3.0,True,10.799999999999997,10.8,10.8,12.933333333333346,14.0,10.8,11.899999999999999,14.0,7.8,-3.0,1066.0,497.0,0.5786516853932584,0.3125,-0.2026266416510319,-0.2776659959758551,0.43902439024390244,0.2270168855534709,-0.6832740213523132,-0.40740740740740744,0.048012463412331105,-0.25000000000000006
13.3,0,52.0,72.0,0.0,,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,305.0,305.0,305.0,359.6666666666667,420.0,305.0,329.2,420.0,248.0,225.0,225.0,225.0,148.0,225.0,102.0,163.8,273.0,102.0,0.0,0.0,0.0,2.3333333333333335,5.0,0.0,2.0,5.0,0.0,34.0,34.0,34.0,28.666666666666668,34.0,24.0,28.2,34.0,24.0,False,18.699999999999996,18.7,18.7,14.500000000000014,18.7,10.8,13.059999999999997,18.7,7.8,3.0,1386.0,793.0,-0.041666666666666664,-0.4666666666666667,-0.2907647907647908,-0.21941992433795712,0.4090909090909091,0.23232323232323232,-0.6205533596837944,-1.3668478260869565,-0.12706270627062705,-0.28115942028985513
10.2,1,44.5,63.0,7.0,45.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,342.0,342.0,342.0,255.66666666666666,342.0,192.0,255.2,342.0,192.0,123.0,123.0,123.0,112.66666666666667,123.0,103.0,103.4,123.0,86.0,3.0,3.0,3.0,2.0,3.0,1.0,1.8,3.0,1.0,19.0,19.0,19.0,20.666666666666668,29.0,14.0,25.4,34.0,14.0,False,13.299999999999997,13.3,13.3,14.26666666666668,18.7,10.8,14.159999999999997,18.7,10.8,2.5,1432.0,1165.0,0.1836734693877551,0.037383177570093455,-0.125,-0.2240343347639485,0.41480446927374304,0.3715083798882682,-3.8724137931034486,-0.606268240071057,-0.34943137560367654,0.06980140186915881
9.2,0,46.0,52.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.0,2.0,0.0,201.0,201.0,201.0,253.33333333333334,337.0,201.0,291.4,352.0,201.0,129.0,129.0,129.0,111.0,140.0,64.0,102.0,140.0,64.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.4,4.0,0.0,21.0,21.0,21.0,25.0,27.0,21.0,25.0,27.0,21.0,False,10.199999999999996,10.2,10.2,14.066666666666682,18.7,10.2,13.399999999999997,18.7,10.2,3.5,1133.0,493.0,0.6242774566473989,0.14782608695652175,-0.21535745807590467,-0.281947261663286,0.442188879082083,0.1641659311562224,-0.2797958772577721,0.6940235690235688,-0.07584213673510072,-0.17437070938215105
12.2,1,46.0,44.0,9.0,52.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.4,2.0,0.0,244.0,244.0,244.0,235.33333333333334,280.0,182.0,270.2,441.0,182.0,58.0,58.0,58.0,120.33333333333333,186.0,58.0,95.2,186.0,35.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,2.2,4.0,1.0,21.0,21.0,21.0,21.666666666666668,28.0,16.0,20.4,31.0,6.0,False,9.199999999999996,9.2,9.2,10.900000000000015,13.3,9.2,12.439999999999998,18.7,9.2,6.0,710.0,832.0,-0.5421052631578948,-0.4681818181818182,-0.2633802816901408,-0.2980769230769231,0.4211267605633803,0.45774647887323944,-0.3307378568780126,-0.19715739940459037,0.017543859649122764,0.024722838137472298
