target,date,player_home,played,betting_over_under_line,weather_temperature,weather_wind_mph,weather_humidity,defense_fumbles_forced_moving_avg_1,defense_fumbles_forced_moving_max_1,defense_fumbles_forced_moving_min_1,defense_fumbles_forced_moving_avg_3,defense_fumbles_forced_moving_max_3,defense_fumbles_forced_moving_min_3,defense_fumbles_forced_moving_avg_5,defense_fumbles_forced_moving_max_5,defense_fumbles_forced_moving_min_5,defense_interceptions_moving_avg_1,defense_interceptions_moving_max_1,defense_interceptions_moving_min_1,defense_interceptions_moving_avg_3,defense_interceptions_moving_max_3,defense_interceptions_moving_min_3,defense_interceptions_moving_avg_5,defense_interceptions_moving_max_5,defense_interceptions_moving_min_5,defense_pass_yards_allowed_moving_avg_1,defense_pass_yards_allowed_moving_max_1,defense_pass_yards_allowed_moving_min_1,defense_pass_yards_allowed_moving_avg_3,defense_pass_yards_allowed_moving_max_3,defense_pass_yards_allowed_moving_min_3,defense_pass_yards_allowed_moving_avg_5,defense_pass_yards_allowed_moving_max_5,defense_pass_yards_allowed_moving_min_5,defense_rush_yards_allowed_moving_avg_1,defense_rush_yards_allowed_moving_max_1,defense_rush_yards_allowed_moving_min_1,defense_rush_yards_allowed_moving_avg_3,defense_rush_yards_allowed_moving_max_3,defense_rush_yards_allowed_moving_min_3,defense_rush_yards_allowed_moving_avg_5,defense_rush_yards_allowed_moving_max_5,defense_rush_yards_allowed_moving_min_5,defense_sacks_moving_avg_1,defense_sacks_moving_max_1,defense_sacks_moving_min_1,defense_sacks_moving_avg_3,defense_sacks_moving_max_3,defense_sacks_moving_min_3,defense_sacks_moving_avg_5,defense_sacks_moving_max_5,defense_sacks_moving_min_5,defense_points_allowed_moving_avg_1,defense_points_allowed_moving_max_1,defense_points_allowed_moving_min_1,defense_points_allowed_moving_avg_3,defense_points_allowed_moving_max_3,defense_points_allowed_moving_min_3,defense_points_allowed_moving_avg_5,defense_points_allowed_moving_max_5,defense_points_allowed_moving_min_5,weather_inclement,player_fantpt_moving_avg_1,player_fantpt_moving_max_1,player_fantpt_moving_min_1,player_fantpt_moving_avg_3,player_fantpt_moving_max_3,player_fantpt_moving_min_3,player_fantpt_moving_avg_5,player_fantpt_moving_max_5,player_fantpt_moving_min_5,betting_spread,twitter_pct_player_tweets,twitter_pct_opponent_tweets,twitter_count_player_swing_1_3,twitter_count_opponent_swing_1_3,twitter_player_net_sentiment,twitter_opponent_net_sentiment,twitter_player_pct_neutral,twitter_opponent_pct_neutral,twitter_net_sentiment_player_swing_1_3,twitter_net_sentiment_opponent_swing_1_3,twitter_pct_neutral_player_swing_1_3,twitter_pct_neutral_opponent_swing_1_3
17.26,2011-10-16,1,1,54.5,63.0,8.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.0,1.0,240.0,240.0,240.0,223.0,250.0,179.0,233.2,335.0,162.0,63.0,63.0,63.0,67.33333333333333,74.0,63.0,73.6,121.0,45.0,0.0,0.0,0.0,3.0,6.0,0.0,3.6,6.0,0.0,34.0,34.0,34.0,24.666666666666668,34.0,16.0,22.8,34.0,13.0,False,15.139999999999983,15.14,15.14,18.68666666666668,23.98,15.14,24.052000000000003,34.98,15.14,-7.0,0.020278987260119334,0.024875020158039027,0.8260869565217391,-0.06569343065693431,-0.2541436464088398,-0.19399538106235567,0.494475138121547,0.5552486187845304,-0.4545454545454546,0.09999999999999996,-0.0833333333333333,-0.15742793791574283
15.92,2011-10-30,0,1,52.0,40.0,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,272.0,272.0,272.0,214.33333333333334,272.0,109.0,186.8,272.0,109.0,73.0,73.0,73.0,90.66666666666667,133.0,66.0,109.8,180.0,66.0,2.0,2.0,2.0,3.3333333333333335,5.0,2.0,2.2,5.0,0.0,20.0,20.0,20.0,16.666666666666668,20.0,13.0,17.4,20.0,13.0,False,17.259999999999984,17.26,17.26,16.446666666666683,17.26,15.14,20.508000000000003,29.22,15.14,-3.0,0.013719190450505382,0.017518350882953025,0.3387096774193548,0.02976190476190476,-0.21897810218978103,-0.2277580071174377,0.44038929440389296,0.656934306569343,-0.6828399122807017,0.32740740740740737,-0.1685393258426966,0.0060096153846154405
16.18,2011-11-06,1,1,51.0,54.0,9.0,,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,138.0,138.0,138.0,232.33333333333334,315.0,138.0,229.0,315.0,138.0,145.0,145.0,145.0,148.33333333333334,155.0,145.0,155.6,177.0,145.0,5.0,5.0,5.0,4.666666666666667,6.0,3.0,4.0,6.0,2.0,17.0,17.0,17.0,25.666666666666668,36.0,17.0,24.0,36.0,16.0,False,15.919999999999984,15.92,15.92,16.106666666666683,17.26,15.14,17.848000000000006,23.98,15.14,-9.0,0.018281005165109394,0.025071092797864316,0.8,0.0821917808219178,-0.2545871559633027,-0.5186385737439222,0.42201834862385323,0.46788990825688076,-0.8336693548387097,0.009433962264150945,-0.4155251141552512,0.0745267193865324
25.36,2011-11-13,0,1,47.0,58.0,1.0,37.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6,2.0,1.0,191.0,191.0,191.0,191.33333333333334,204.0,179.0,211.6,321.0,163.0,96.0,96.0,96.0,103.33333333333333,118.0,96.0,114.8,152.0,96.0,0.0,0.0,0.0,1.6666666666666667,4.0,0.0,2.2,4.0,0.0,11.0,11.0,11.0,12.666666666666666,21.0,6.0,20.4,34.0,6.0,False,16.17999999999998,16.18,16.18,16.45333333333335,17.26,15.92,16.288000000000004,17.26,15.14,2.5,0.027888446215139442,0.07535894159212207,0.5511811023622047,-0.06267029972752043,-0.29056603773584905,-0.22913385826771654,0.4660377358490566,1.2226415094339622,-0.652112676056338,-0.4247159090909091,-0.24383900928792565,-0.08593560881142578
16.36,2011-11-21,1,1,47.0,30.0,2.0,,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.6,6.0,0.0,69.0,69.0,69.0,227.33333333333334,369.0,69.0,227.2,369.0,69.0,244.0,244.0,244.0,151.0,244.0,102.0,137.2,244.0,78.0,0.0,0.0,0.0,1.0,3.0,0.0,0.8,3.0,0.0,17.0,17.0,17.0,22.666666666666668,31.0,17.0,18.4,31.0,0.0,False,25.359999999999978,25.36,25.36,19.15333333333335,25.36,15.92,17.972,25.36,15.14,-17.0,0.033840287707439666,0.009575804844230686,-0.27350427350427353,-0.33962264150943394,-0.259765625,-0.25675675675675674,0.48828125,0.095703125,0.26825127334465193,7.142857142857143,-0.12835959221501383,0.013157894736842202
29.24,2011-11-27,0,1,50.5,63.0,1.0,56.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6,4.0,0.0,264.0,264.0,264.0,262.3333333333333,315.0,208.0,250.0,315.0,203.0,29.0,29.0,29.0,93.66666666666667,164.0,29.0,81.6,164.0,29.0,3.0,3.0,3.0,2.3333333333333335,4.0,0.0,2.6,4.0,0.0,10.0,10.0,10.0,20.333333333333332,30.0,10.0,16.2,30.0,7.0,False,16.359999999999978,16.36,16.36,19.300000000000015,25.36,16.18,18.216,25.36,15.92,-3.5,0.020527955402525003,0.025840301688801443,0.0,0.14,-0.11347517730496454,-0.36813186813186816,0.48936170212765956,0.48226950354609927,0.3958333333333334,-0.4799938442597722,-0.10884601383327262,-0.19182652210175136
20.26,2011-12-04,1,1,48.5,54.0,10.0,,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,208.0,208.0,208.0,200.33333333333334,275.0,118.0,230.0,325.0,118.0,201.0,201.0,201.0,168.33333333333334,201.0,141.0,167.4,236.0,96.0,3.0,3.0,3.0,2.0,3.0,1.0,1.8,3.0,1.0,27.0,27.0,27.0,25.0,31.0,17.0,32.8,62.0,17.0,False,29.23999999999998,29.24,29.24,23.653333333333347,29.24,16.36,20.612000000000002,29.24,15.92,-20.5,0.016490765171503958,0.01804989206044615,0.3592233009708738,-0.47333333333333333,-0.32186732186732187,-0.35201793721973096,0.45454545454545453,0.4987714987714988,-0.3636363636363636,1.3379819524200167,-0.3452380952380952,0.9575253924284396
25.08,2011-12-11,0,1,47.0,40.0,0.0,33.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,165.0,165.0,165.0,200.33333333333334,292.0,144.0,202.0,292.0,144.0,101.0,101.0,101.0,104.66666666666667,124.0,89.0,111.0,138.0,89.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,34.0,34.0,34.0,26.0,34.0,17.0,23.4,34.0,17.0,False,20.259999999999987,20.26,20.26,21.953333333333347,29.24,16.36,21.48,29.24,16.18,-7.5,0.021008256976622654,0.014284221161551057,0.13445378151260504,-0.44660194174757284,-0.24355971896955503,-0.34265734265734266,0.41217798594847777,0.26697892271662765,1.0046082949308754,-0.15444015444015452,-0.1986394557823129,0.1095890410958904
27.0,2011-12-18,0,1,47.5,63.0,3.0,16.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,115.0,115.0,115.0,230.66666666666666,389.0,115.0,216.8,389.0,115.0,159.0,159.0,159.0,157.66666666666666,185.0,129.0,138.0,185.0,83.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.0,3.4,4.0,3.0,10.0,10.0,10.0,18.333333333333332,32.0,10.0,15.6,32.0,10.0,False,25.079999999999988,25.08,25.08,24.860000000000014,29.24,20.26,23.26,29.24,16.36,-7.5,0.026869039072915598,0.027347622466071857,0.3475177304964539,-0.21428571428571427,-0.19408502772643252,-0.24162257495590828,0.4399260628465804,0.4066543438077634,-0.5140336808340016,-0.9110085695451549,-0.21841288606472586,-0.06304909560723504
29.86,2011-12-24,1,1,49.5,32.0,7.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.8,3.0,1.0,316.0,316.0,316.0,265.6666666666667,316.0,208.0,247.6,316.0,208.0,113.0,113.0,113.0,70.0,113.0,46.0,67.2,113.0,41.0,3.0,3.0,3.0,3.0,4.0,2.0,2.4,4.0,1.0,23.0,23.0,23.0,21.0,26.0,14.0,18.2,26.0,8.0,False,26.999999999999986,27.0,27.0,24.113333333333347,27.0,20.26,23.588,29.24,16.36,-7.5,0.039760164886640435,0.020161139216788457,-0.4868913857677903,0.1590909090909091,-0.12885154061624648,-0.4330708661417323,0.4369747899159664,0.19047619047619047,10.939716312056738,-0.27521437321355646,0.07484407484407479,0.27751695357329154
23.52,2012-01-01,1,1,50.0,54.0,5.0,,0.0,0.0,0.0,1.3333333333333333,3.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.8,3.0,0.0,185.0,185.0,185.0,214.0,240.0,185.0,192.4,240.0,140.0,133.0,133.0,133.0,179.0,254.0,133.0,172.4,254.0,133.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,14.0,14.0,14.0,27.0,37.0,14.0,26.4,37.0,14.0,False,29.859999999999985,29.86,29.86,27.313333333333347,29.86,25.08,26.288,29.86,20.26,-10.0,0.030803472067660806,0.012908969508123747,0.2222222222222222,0.015625,-0.308300395256917,-0.4009009009009009,0.3794466403162055,0.1600790513833992,-0.23893805309734514,0.6603773584905661,-0.2977145148356055,-0.3629807692307692
19.36,2012-12-30,1,1,46.5,28.0,13.0,45.0,3.0,3.0,3.0,1.0,3.0,0.0,0.6,3.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,240.0,240.0,240.0,215.33333333333334,240.0,185.0,221.6,240.0,185.0,154.0,154.0,154.0,131.66666666666666,155.0,86.0,119.8,155.0,86.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,2.8,4.0,2.0,10.0,10.0,10.0,13.333333333333334,27.0,3.0,16.8,27.0,3.0,False,14.679999999999986,14.68,14.68,22.646666666666672,28.44,14.68,22.15600000000001,31.42,11.42,-10.0,0.030803472067660806,0.012908969508123747,0.2222222222222222,0.015625,-0.308300395256917,-0.4009009009009009,0.3794466403162055,0.1600790513833992,-0.23893805309734514,0.6603773584905661,-0.2977145148356055,-0.3629807692307692
17.54,2012-09-09,0,1,48.0,77.0,4.0,45.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,258.0,258.0,258.0,179.33333333333334,258.0,82.0,232.6,337.0,82.0,152.0,152.0,152.0,156.66666666666666,205.0,113.0,137.6,205.0,104.0,3.0,3.0,3.0,1.3333333333333333,3.0,0.0,1.4,3.0,0.0,22.0,22.0,22.0,22.0,27.0,17.0,21.0,27.0,17.0,False,23.519999999999982,23.52,23.52,26.793333333333347,29.86,23.52,25.144000000000002,29.86,20.26,-6.5,0.01754039945827252,0.004529735842110107,-0.7106164383561644,0.5378787878787878,-0.17665036674816625,-0.2799145299145299,0.5158924205378973,0.11613691931540342,0.019505160898603602,-0.4926060606060606,0.17066980396303996,0.08136544306757072
14.54,2012-09-16,1,1,47.0,71.0,2.0,55.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,1.0,0.0,153.0,153.0,153.0,176.33333333333334,222.0,153.0,186.0,226.0,153.0,115.0,115.0,115.0,152.66666666666666,178.0,115.0,133.6,178.0,90.0,3.0,3.0,3.0,3.0,4.0,2.0,3.2,5.0,2.0,16.0,16.0,16.0,19.666666666666668,23.0,16.0,19.0,23.0,16.0,False,17.53999999999998,17.54,17.54,23.640000000000015,29.86,17.54,24.6,29.86,17.54,-13.5,0.021117833477384038,0.016781907231345435,0.05555555555555555,0.3935483870967742,-0.0935412026726058,-0.15323645970937913,0.512249443207127,0.41648106904231624,2.5305313243457577,0.6898550724637679,0.308797718297499,-0.18107121119902622
18.1,2012-09-23,0,1,48.0,67.0,5.0,39.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.6,3.0,0.0,371.0,371.0,371.0,293.0,371.0,221.0,260.4,371.0,184.0,129.0,129.0,129.0,117.0,129.0,93.0,115.6,131.0,93.0,2.0,2.0,2.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,24.0,24.0,24.0,23.666666666666668,34.0,13.0,21.4,34.0,13.0,False,14.539999999999985,14.54,14.54,18.533333333333346,23.52,14.54,22.492000000000004,29.86,14.54,3.0,0.028943585428280915,0.017373163633813683,0.16376306620209058,0.056910569105691054,-0.2809090909090909,-0.027375201288244767,0.43272727272727274,0.22181818181818183,-0.5257222877358491,0.5707317073170732,-0.12619218787443098,-0.0910654562828476
32.0,2012-09-30,0,1,48.5,61.0,7.0,72.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,1.6,3.0,1.0,237.0,237.0,237.0,268.0,301.0,237.0,269.8,360.0,185.0,33.0,33.0,33.0,100.33333333333333,150.0,33.0,114.4,150.0,33.0,4.0,4.0,4.0,3.0,5.0,0.0,3.4,5.0,0.0,14.0,14.0,14.0,26.333333333333332,48.0,14.0,28.4,49.0,14.0,False,18.099999999999987,18.1,18.1,16.726666666666684,18.1,14.54,20.712000000000007,29.86,14.54,-4.5,0.022483889681556624,0.02883394220668245,-0.16071428571428573,0.9681274900398407,-0.17820773930753564,-0.16666666666666666,0.434826883910387,0.6211812627291242,0.5163475699558174,-0.5850591715976331,-0.08698474521259328,-0.3770313067857328
18.72,2012-10-07,1,1,51.5,54.0,4.0,65.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,202.0,202.0,202.0,237.0,290.0,202.0,263.8,363.0,202.0,56.0,56.0,56.0,91.66666666666667,152.0,56.0,99.2,152.0,56.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,2.0,5.0,0.0,6.0,6.0,6.0,21.333333333333332,31.0,6.0,25.6,45.0,6.0,False,31.999999999999986,32.0,32.0,21.54666666666668,32.0,14.54,21.140000000000008,32.0,14.54,-6.0,0.02354396613380241,0.014091585641660062,0.092,1.043010752688172,-0.1759493670886076,-0.2296983758700696,0.4607594936708861,0.2645569620253165,-0.2815126050420167,-0.7763621577663323,-0.03508771929824563,-0.3342657342657342
19.8,2012-10-14,0,1,42.5,63.0,9.0,80.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,141.0,141.0,141.0,195.66666666666666,223.0,141.0,210.6,251.0,141.0,82.0,82.0,82.0,80.33333333333333,84.0,75.0,66.6,84.0,43.0,4.0,4.0,4.0,4.666666666666667,8.0,2.0,3.2,8.0,1.0,12.0,12.0,12.0,14.333333333333334,19.0,12.0,14.0,20.0,7.0,True,18.719999999999985,18.72,18.72,22.940000000000015,32.0,18.1,20.180000000000007,32.0,14.54,-4.0,0.018632985299155483,0.005898211173833391,0.08270676691729323,0.15,-0.14004914004914004,-0.18275862068965518,0.44103194103194104,0.15724815724815724,0.11916666666666666,-0.6507042253521127,-0.010891963497203514,0.22998805256869767
18.36,2012-10-21,1,1,47.0,62.0,5.0,39.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.8,2.0,0.0,280.0,280.0,280.0,210.66666666666666,280.0,143.0,220.6,280.0,143.0,41.0,41.0,41.0,152.33333333333334,247.0,41.0,141.6,247.0,41.0,4.0,4.0,4.0,2.0,4.0,0.0,1.8,4.0,0.0,9.0,9.0,9.0,22.0,34.0,9.0,22.6,34.0,9.0,False,19.799999999999983,19.8,19.8,23.50666666666668,32.0,18.72,20.632000000000005,32.0,14.54,-10.5,0.02065869790692534,0.035774403618247665,0.023972602739726026,-0.004962779156327543,-0.2599758162031439,-0.22498118886380739,0.4328899637243047,0.8355501813784765,-0.3907781862745098,0.7378048780487806,-0.008887308922858127,0.2965501990269794
28.46,2012-10-28,0,1,46.0,49.0,9.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,342.0,342.0,342.0,272.0,342.0,185.0,231.8,342.0,160.0,70.0,70.0,70.0,50.333333333333336,70.0,36.0,86.6,179.0,36.0,3.0,3.0,3.0,5.0,9.0,3.0,3.8,9.0,2.0,30.0,30.0,30.0,16.666666666666668,30.0,3.0,17.2,30.0,3.0,True,18.35999999999998,18.36,18.36,18.96000000000001,19.8,18.36,21.396000000000004,32.0,18.1,-7.0,0.017038357356387982,0.010231435348275813,0.6861702127659575,1.13,-0.19283065512978986,-0.21747967479674796,0.484548825710754,0.26081582200247216,0.017054263565891455,-0.454014598540146,-0.11814253277667917,0.020287621982537297
17.38,2012-11-11,1,1,54.0,64.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,268.0,268.0,268.0,215.33333333333334,268.0,173.0,259.2,340.0,173.0,118.0,118.0,118.0,165.66666666666666,197.0,118.0,211.0,311.0,118.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,0.0,21.0,21.0,21.0,24.0,35.0,16.0,33.8,52.0,16.0,False,28.45999999999998,28.46,28.46,22.206666666666678,28.46,18.36,23.468000000000007,32.0,18.36,-13.5,0.025916574083425917,0.017573982426017574,1.2135416666666667,1.1119402985074627,-0.1357733175914994,-0.19230769230769232,0.4899645808736718,0.38134592680047225,-0.41854545454545455,,-0.18460066953610715,-0.34908700322234165
25.24,2012-11-18,1,1,55.0,42.0,1.0,62.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,330.0,330.0,330.0,285.3333333333333,330.0,236.0,245.0,330.0,105.0,37.0,37.0,37.0,77.66666666666667,112.0,37.0,108.0,252.0,37.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,10.0,10.0,10.0,14.333333333333334,20.0,10.0,18.2,35.0,10.0,False,17.379999999999974,17.38,17.38,21.40000000000001,28.46,17.38,20.544000000000004,28.46,17.38,-10.0,0.020972473628362773,0.009986892203982273,0.1935483870967742,0.6585365853658537,-0.21524663677130046,-0.22289156626506024,0.47832585949177875,0.2062780269058296,0.0494129158512719,-0.6372469635627531,-0.021318681318681268,-0.17247386759581881
31.42,2012-11-22,0,1,48.5,46.0,2.0,72.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,1.6,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,2.0,0.0,170.0,170.0,170.0,176.66666666666666,211.0,149.0,213.8,280.0,149.0,114.0,114.0,114.0,128.33333333333334,174.0,97.0,111.4,174.0,41.0,1.0,1.0,1.0,2.3333333333333335,4.0,1.0,2.4,4.0,1.0,13.0,13.0,13.0,23.666666666666668,30.0,13.0,21.8,30.0,9.0,False,25.239999999999977,25.24,25.24,23.693333333333342,28.46,17.38,21.848000000000006,28.46,17.38,-7.0,0.019016822573815297,0.025984524771913615,11.85,19.818181818181817,-0.23420647149460708,-0.22170361726954493,0.4283513097072419,0.6671802773497689,0.23694779116465864,-0.04982206405693951,0.37190082644628086,-0.20845070422535214
11.42,2012-12-02,0,1,51.5,78.0,13.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,224.0,224.0,224.0,171.33333333333334,224.0,122.0,246.0,433.0,122.0,96.0,96.0,96.0,131.0,177.0,96.0,119.0,177.0,96.0,2.0,2.0,2.0,2.0,3.0,1.0,2.2,4.0,1.0,21.0,21.0,21.0,25.666666666666668,37.0,19.0,21.8,37.0,9.0,False,31.419999999999984,31.42,31.42,24.680000000000007,31.42,17.38,24.172000000000004,31.42,17.38,-9.0,0.020451469531654665,0.009924977860950058,-0.08661417322834646,-0.1391304347826087,-0.18633540372670807,-0.36117936117936117,0.47329192546583854,0.20869565217391303,-0.8096057347670251,0.6378676470588236,-0.22912580554777245,0.06552706552706554
28.44,2012-12-10,1,1,51.0,59.0,7.0,91.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.6,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,309.0,309.0,309.0,376.0,441.0,309.0,300.2,441.0,134.0,89.0,89.0,89.0,93.66666666666667,106.0,86.0,94.0,115.0,74.0,6.0,6.0,6.0,3.6666666666666665,6.0,2.0,3.0,6.0,0.0,10.0,10.0,10.0,26.0,37.0,10.0,18.6,37.0,6.0,False,11.41999999999998,11.42,11.42,22.693333333333342,31.42,11.42,22.784000000000006,31.42,11.42,-5.5,0.0325065446258734,0.02808068252443641,-0.025179856115107913,-0.168141592920354,-0.18642533936651584,-0.26293558606124606,0.49592760180995477,0.39638009049773754,-0.44342003105590067,-0.6772896039603961,-0.09284229284229274,0.06813097417124257
24.82,2012-12-16,1,1,47.5,37.0,5.0,100.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,150.0,150.0,150.0,212.66666666666666,267.0,150.0,212.0,315.0,107.0,94.0,94.0,94.0,79.33333333333333,94.0,59.0,96.4,159.0,59.0,2.0,2.0,2.0,3.0,5.0,2.0,3.4,6.0,2.0,13.0,13.0,13.0,16.666666666666668,21.0,13.0,16.2,24.0,7.0,True,28.439999999999984,28.44,28.44,23.76000000000001,31.42,11.42,22.78000000000001,31.42,11.42,-5.0,0.05317856171216106,0.016015235331459144,-0.6575790621592148,-0.3476190476190476,-0.10662983425414364,-0.23166666666666666,0.4950276243093923,0.17845303867403314,39.49999999999999,-0.4908424908424908,0.34901960784313724,-0.1600380073299851
14.68,2012-12-23,0,1,51.0,60.0,0.0,,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,2.0,0.0,220.0,220.0,220.0,147.66666666666666,220.0,111.0,246.2,527.0,111.0,180.0,180.0,180.0,192.66666666666666,232.0,166.0,167.4,232.0,110.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,2.0,0.0,24.0,24.0,24.0,25.0,34.0,17.0,27.4,43.0,17.0,False,24.819999999999983,24.82,24.82,21.560000000000006,28.44,11.42,24.268000000000008,31.42,11.42,-14.5,0.020193172671748496,0.012901851238104256,-0.40609137055837563,-0.17525773195876287,-0.30796460176991153,-0.3693467336683417,0.4725663716814159,0.2407079646017699,-0.24625330590655306,-0.6010781671159029,-0.16025293586269196,-0.05996621621621622
