target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
25.0,1.0,0.7586206896551726,0.07017543859649122,0.3571428571428571,0.5087719298245613,0.0,0.25,0.6041666666666667,0.3062200956937799,0.14285714285714285,0.5283018867924528,0.0,0.0,0.0,0.1111111111111111,0.25,0.0,0.13333333333333333,0.25,0.0,0.75,0.75,0.75,0.5714285714285714,0.75,0.0,0.5,0.75,0.0,0.103448275862069,0.103448275862069,0.103448275862069,0.44367417677642984,0.4884488448844886,0.103448275862069,0.40380047505938244,0.32314410480349354,0.2887537993920973,0.0,0.0,0.0,0.43425076452599387,0.6571428571428571,0.04545454545454544,0.38698630136986295,0.47916666666666663,0.05154639175257733,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.33333333333333337,0.33333333333333337,0.25,0.2,0.20000000000000007,0.25,0.0,0.0,0.0,0.492063492063492,0.4137931034482758,0.0,0.6285714285714284,0.4137931034482758,0.0,0.0,0.2727272727272729,0.2727272727272727,0.2727272727272727,0.44768856447688554,0.4470046082949308,0.4807692307692307,0.2771474878444087,0.3333333333333335,0.5277777777777777,0.3170731707317074
15.3,0.0,0.8620689655172415,0.6842105263157894,0.0,,0.0,0.5,0.4930555555555556,0.5741626794258372,0.2857142857142857,0.4528301886792453,0.0,0.0,0.0,0.2222222222222222,0.25,0.0,0.19999999999999998,0.25,0.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.5,0.8,1.0,0.0,0.9731800766283525,0.9731800766283525,0.9731800766283525,0.8093587521663776,0.5643564356435644,0.6819923371647509,0.7719714964370548,0.45851528384279483,0.7477203647416413,0.07960199004975123,0.07960199004975123,0.07960199004975123,0.1406727828746177,0.17714285714285716,0.19090909090909092,0.3270547945205479,0.3666666666666666,0.21649484536082472,0.0,0.0,0.0,0.25,0.33333333333333337,0.0,0.06666666666666665,0.20000000000000007,0.0,0.875,0.875,0.875,0.8571428571428571,0.5517241379310345,0.6129032258064516,0.9047619047619048,0.896551724137931,0.6129032258064516,0.0,0.7454545454545456,0.7454545454545454,0.7454545454545454,0.6812652068126519,0.6774193548387097,0.4807692307692307,0.5170178282009723,0.6111111111111112,0.5370370370370371,0.5121951219512195
7.7,0.0,0.5862068965517242,0.0,0.42857142857142855,0.5614035087719299,0.6666666666666666,0.25,0.39583333333333326,0.6985645933014353,0.42857142857142855,0.6037735849056604,0.0,0.0,0.0,0.5555555555555556,1.0,0.0,0.4666666666666666,1.0,0.0,0.25,0.25,0.25,0.5714285714285714,0.5,0.5,0.5,0.5,0.0,0.05747126436781608,0.05747126436781608,0.05747126436781608,0.07798960138648181,0.3366336633663367,0.05747126436781608,0.17933491686460812,0.25764192139737996,0.25227963525835867,0.18407960199004975,0.18407960199004975,0.18407960199004975,0.5871559633027522,0.8971428571428571,0.38181818181818183,0.5821917808219177,0.6541666666666666,0.4329896907216495,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.5,1.0,0.6666666666666667,0.4,0.0,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0,0.034482758620689724,0.0967741935483871,0.34285714285714275,0.48275862068965525,0.0967741935483871,0.0,0.392727272727273,0.39272727272727276,0.39272727272727276,0.5669099756690996,0.6774193548387097,0.4807692307692307,0.5980551053484602,0.6111111111111112,0.6944444444444445,0.853658536585366
8.5,1.0,0.41379310344827624,0.07017543859649122,0.07142857142857142,0.3508771929824561,0.6666666666666666,0.25,0.46875,0.2679425837320574,0.8571428571428571,0.1509433962264151,0.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.26666666666666666,1.0,0.0,0.25,0.25,0.25,0.5714285714285714,0.5,0.5,0.5,0.5,0.0,0.318007662835249,0.318007662835249,0.318007662835249,0.0,0.0,0.18007662835249044,0.0451306413301662,0.16593886462882113,0.3495440729483283,0.3980099502487562,0.3980099502487562,0.3980099502487562,0.7675840978593272,0.9314285714285714,0.5909090909090908,0.4640410958904109,0.6791666666666666,0.10309278350515463,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08333333333333334,0.0,0.25,0.3333333333333333,0.4,0.25,1.0,1.0,1.0,0.7142857142857143,0.7241379310344829,0.45161290322580644,0.619047619047619,0.7241379310344829,0.4193548387096774,0.0,0.11636363636363661,0.11636363636363634,0.11636363636363634,0.4622871046228709,0.6774193548387097,0.20512820512820512,0.47325769854132904,0.6111111111111112,0.2962962962962963,0.0
25.7,0.0,0.41379310344827624,0.6842105263157894,0.0,,0.3333333333333333,0.0,0.20486111111111105,0.8851674641148324,0.42857142857142855,0.4716981132075472,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.25,0.0,0.19999999999999998,0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.0,0.6,0.5,0.0,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.19064124783362213,0.2607260726072608,0.2796934865900383,0.0,0.02183406113537134,0.3191489361702128,0.582089552238806,0.582089552238806,0.582089552238806,0.8746177370030582,0.9142857142857143,0.6,0.7243150684931505,0.6666666666666666,0.6804123711340206,0.0,0.0,0.0,0.41666666666666674,0.5,0.0,0.4666666666666666,0.4,0.0,0.4,0.4,0.4,0.47619047619047616,0.27586206896551724,0.5161290322580645,0.4095238095238093,0.4137931034482758,0.1935483870967742,0.0,0.14545454545454573,0.14545454545454545,0.14545454545454545,0.060827250608272876,0.2304147465437788,0.20512820512820512,0.2868719611021069,0.6111111111111112,0.2962962962962963,0.5121951219512195
23.6,0.0,0.7586206896551726,0.6842105263157894,0.0,,0.6666666666666666,0.25,0.6458333333333333,0.3923444976076555,0.0,0.4716981132075472,0.0,0.0,0.0,0.2222222222222222,0.25,0.0,0.19999999999999998,0.25,0.0,0.25,0.25,0.25,0.2857142857142857,0.25,0.0,0.6,0.5,0.0,0.7701149425287355,0.7701149425287355,0.7701149425287355,0.5563258232235702,0.5676567656765676,0.2720306513409962,0.35391923990498797,0.4279475982532752,0.3373860182370821,0.31840796019900497,0.31840796019900497,0.31840796019900497,0.5229357798165138,0.4971428571428571,0.6272727272727272,0.4006849315068493,0.36249999999999993,0.5463917525773196,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.6666666666666667,0.6666666666666666,0.5,0.5333333333333334,0.6,0.25,0.75,0.75,0.75,0.9206349206349206,1.0,0.3225806451612903,0.6571428571428571,1.0,0.3225806451612903,0.0,0.7709090909090912,0.7709090909090908,0.7709090909090908,0.3138686131386865,0.7096774193548387,0.20512820512820512,0.5089141004862239,0.6499999999999999,0.2962962962962963,0.5853658536585367
20.1,1.0,0.5517241379310347,0.807017543859649,0.3571428571428571,0.9298245614035087,0.0,0.75,0.2881944444444444,0.6028708133971292,0.2857142857142857,0.18867924528301885,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.0,0.4666666666666666,0.75,0.0,0.0,0.0,0.0,0.14285714285714285,0.25,0.0,0.2,0.25,0.0,0.842911877394636,0.842911877394636,0.842911877394636,0.6464471403812824,0.4521452145214522,0.632183908045977,0.7529691211401424,0.5938864628820961,0.7082066869300911,0.17412935323383083,0.17412935323383083,0.17412935323383083,0.2018348623853211,0.1885714285714286,0.36363636363636365,0.2602739726027397,0.2875,0.41237113402061853,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,0.4666666666666666,0.4,0.5,0.4,0.4,0.4,0.492063492063492,0.31034482758620685,0.5161290322580645,0.6285714285714284,0.896551724137931,0.45161290322580644,0.0,0.6945454545454548,0.6945454545454546,0.6945454545454546,0.7007299270072995,0.7096774193548387,0.2564102564102564,0.48622366288492747,0.6499999999999999,0.2962962962962963,0.3170731707317074
11.2,1.0,0.3448275862068968,0.36842105263157887,0.14285714285714285,0.9122807017543858,0.6666666666666666,0.25,1.0,0.27272727272727276,0.2857142857142857,0.320754716981132,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.26666666666666666,0.5,0.0,0.5,0.5,0.5,0.7142857142857143,0.5,0.5,0.7,0.5,0.0,0.17624521072796934,0.17624521072796934,0.17624521072796934,0.4280762564991334,0.7854785478547854,0.17624521072796934,0.358669833729216,0.7161572052401748,0.3465045592705167,0.2736318407960199,0.2736318407960199,0.2736318407960199,0.11620795107033632,0.1657142857142857,0.23636363636363633,0.13013698630136988,0.12083333333333332,0.2680412371134021,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.41666666666666674,0.6666666666666666,0.25,0.5999999999999999,0.8000000000000002,0.25,0.2,0.2,0.2,0.3492063492063491,0.27586206896551724,0.25806451612903225,0.2857142857142857,0.27586206896551724,0.22580645161290322,1.0,0.5672727272727276,0.5672727272727274,0.5672727272727274,0.9829683698296836,0.7096774193548387,1.0,0.5640194489465156,0.6499999999999999,0.2962962962962963,0.2195121951219513
16.7,0.0,1.0,0.7368421052631577,0.42857142857142855,0.36842105263157887,0.3333333333333333,1.0,0.6493055555555556,0.5885167464114833,0.0,0.339622641509434,0.0,0.0,0.0,0.1111111111111111,0.25,0.0,0.19999999999999998,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.9,1.0,1.0,0.7164750957854404,0.7164750957854404,0.7164750957854404,0.8128249566724437,0.636963696369637,0.7164750957854404,0.2707838479809974,0.519650655021834,0.23100303951367784,0.7313432835820896,0.7313432835820896,0.7313432835820896,0.7951070336391436,0.6914285714285714,0.8090909090909091,0.9315068493150684,0.9416666666666665,0.9175257731958764,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.9365079365079366,0.5517241379310345,0.7419354838709677,0.7619047619047618,0.6551724137931034,0.22580645161290322,0.0,0.24363636363636398,0.2436363636363636,0.2436363636363636,0.6301703163017036,0.6129032258064517,0.4294871794871794,0.620745542949757,0.6499999999999999,0.37037037037037035,0.5609756097560976
19.9,0.0,0.5517241379310347,0.631578947368421,0.5,0.0,0.0,0.5,0.3784722222222222,0.6746411483253587,0.2857142857142857,0.26415094339622636,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.19999999999999998,0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.0,0.4,0.25,0.0,0.20306513409961685,0.20306513409961685,0.20306513409961685,0.22703639514731377,0.20132013201320131,0.20306513409961685,0.19358669833729203,0.0,0.3677811550151976,0.10447761194029852,0.10447761194029852,0.10447761194029852,0.3455657492354741,0.4285714285714286,0.23636363636363633,0.2910958904109589,0.3125,0.2680412371134021,1.0,1.0,1.0,0.75,0.9999999999999999,0.25,0.6666666666666667,1.0,0.0,0.25,0.25,0.25,0.3015873015873015,0.06896551724137934,0.3225806451612903,0.24761904761904752,0.06896551724137934,0.3225806451612903,0.0,0.443636363636364,0.44363636363636355,0.44363636363636355,0.4622871046228716,0.4516129032258065,0.4294871794871794,0.753646677471637,0.6499999999999999,0.6203703703703703,0.5609756097560976
32.0,1.0,0.7586206896551726,0.1578947368421052,0.3571428571428571,0.6666666666666666,0.0,0.0,0.5243055555555556,0.8995215311004783,0.5714285714285714,0.5283018867924528,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.26666666666666666,0.5,0.0,0.25,0.25,0.25,0.5714285714285714,0.5,0.5,0.6,0.5,1.0,0.3256704980842912,0.3256704980842912,0.3256704980842912,0.32235701906412473,0.31353135313531355,0.3256704980842912,0.16152019002375306,0.09170305676855905,0.4133738601823708,0.22885572139303478,0.22885572139303478,0.22885572139303478,0.25688073394495414,0.2914285714285715,0.4,0.21061643835616434,0.2125,0.45360824742268047,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.33333333333333337,0.0,0.5333333333333334,0.8000000000000002,0.0,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.492063492063492,0.5172413793103448,0.22580645161290322,0.44761904761904747,0.5172413793103448,0.22580645161290322,0.0,0.5600000000000003,0.5599999999999998,0.5599999999999998,0.4574209245742098,0.44239631336405516,0.4294871794871794,0.6596434359805514,0.5333333333333334,0.6203703703703703,0.5609756097560976
17.7,1.0,0.6206896551724141,0.3157894736842104,0.14285714285714285,0.8421052631578948,0.3333333333333333,0.25,0.29513888888888884,0.3253588516746411,0.14285714285714285,0.339622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.0,0.7,1.0,0.0,0.586206896551724,0.586206896551724,0.586206896551724,0.38128249566724426,0.2706270627062707,0.41379310344827586,0.4893111638954868,0.46288209606986896,0.5349544072948329,0.029850746268656705,0.029850746268656705,0.029850746268656705,0.3486238532110092,0.7485714285714286,0.09999999999999998,0.48458904109589035,0.5458333333333333,0.11340206185567012,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.41666666666666674,0.6666666666666666,0.25,0.26666666666666666,0.6,0.0,0.45,0.45,0.45,0.3492063492063491,0.1724137931034483,0.3225806451612903,0.5142857142857143,0.3448275862068966,0.3225806451612903,0.0,1.0,1.0,1.0,0.9635036496350367,1.0,0.7820512820512818,0.7957860615883308,1.0,0.6203703703703703,0.3170731707317074
15.3,1.0,0.6206896551724141,0.49122807017543857,0.07142857142857142,0.24561403508771928,0.0,0.5,0.0,0.5502392344497606,0.2857142857142857,0.20754716981132074,0.0,0.0,0.0,0.1111111111111111,0.25,0.0,0.26666666666666666,0.5,0.0,0.25,0.25,0.25,0.2857142857142857,0.25,0.0,0.2,0.25,0.0,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.7157712305025996,0.5511551155115513,0.5517241379310345,0.5035629453681707,0.4061135371179041,0.3829787234042554,0.626865671641791,0.626865671641791,0.626865671641791,0.6055045871559633,0.5714285714285714,0.6545454545454545,0.5547945205479452,0.5083333333333333,0.3608247422680413,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.5,0.5,0.4000000000000001,0.4,0.25,0.325,0.325,0.325,0.7142857142857143,0.4482758620689655,0.4193548387096774,0.8190476190476189,0.5172413793103448,0.4193548387096774,0.0,0.4799999999999999,0.4799999999999999,0.4799999999999999,0.9878345498783456,1.0,0.8461538461538459,0.7568881685575366,1.0,0.6203703703703703,0.07317073170731714
11.5,0.0,0.48275862068965525,0.4385964912280702,0.07142857142857142,0.7017543859649124,0.0,0.75,0.45138888888888884,0.4066985645933014,0.14285714285714285,0.20754716981132074,0.0,0.0,0.0,0.2222222222222222,0.5,0.0,0.26666666666666666,0.5,0.0,0.25,0.25,0.25,0.5714285714285714,0.5,0.5,0.7,0.5,1.0,0.5019157088122606,0.5019157088122606,0.5019157088122606,0.317157712305026,0.4884488448844886,0.103448275862069,0.3123515439429927,0.32314410480349354,0.2887537993920973,0.26368159203980096,0.26368159203980096,0.26368159203980096,0.5443425076452598,0.5428571428571429,0.5272727272727272,0.6472602739726026,0.4375,0.5979381443298969,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5833333333333334,0.6666666666666666,0.5,0.8666666666666667,0.8000000000000002,0.5,0.675,0.675,0.675,0.5396825396825397,0.27586206896551724,0.5483870967741935,0.6666666666666666,0.5862068965517242,0.5483870967741935,0.0,0.39272727272727265,0.39272727272727276,0.39272727272727276,0.8759124087591239,1.0,0.6923076923076923,0.8233387358184765,1.0,1.0,1.0
