target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
30.8,0.0,0.1724137931034484,0.6842105263157894,0.0,,0.0,0.39024390243902446,0.15333162517969498,0.16729521121333346,0.022873134328358205,0.16789746719560572,0.4189456323624048,0.35382168138073633,0.7699514226231781,0.28084546132697774,0.6707621572192032,0.2748577862052619,0.5439666997776831,0.2664788732394366
6.1,0.0,0.44827586206896575,1.0,0.3571428571428571,0.719298245614035,0.0,0.5609756097560976,0.6901453998471907,0.03909038283049278,0.0,0.14548672566371681,0.8024902492965686,0.17282828282828255,0.9376273950264982,0.0,0.7532911380588307,0.30201667061704984,0.524578136463683,1.0
15.4,1.0,0.3448275862068968,0.5263157894736841,0.07142857142857142,0.543859649122807,0.0,0.46341463414634154,0.24624438862267947,0.4314530133799991,0.024420309168443496,0.15662395984678376,0.9204464773067721,0.17060804119627626,0.8869179600886916,0.2313846629645965,0.5981012126473801,0.3062844953103308,0.4737295434969854,0.1380281690140845
19.8,0.0,0.0,0.7368421052631577,0.07142857142857142,0.4385964912280701,0.0,0.853658536585366,0.06523387509675019,0.0698586670621326,0.051352611940298505,0.11299115044247787,0.0,0.7389898989898989,0.0,0.2362406573380221,0.640245410063653,0.18885465223460007,0.2957585534718021,0.006197183098591519
8.5,1.0,0.3103448275862073,0.5789473684210527,0.07142857142857142,0.33333333333333337,0.0,0.6341463414634148,0.10259091386235394,0.0433625191721556,0.049347014925373134,0.12141592920353982,0.6453390543496551,0.4865375062096372,0.625,0.14363797393781305,0.7052109296963247,0.22506649811698398,0.37875942203190344,0.10181086519114688
10.2,0.0,0.24137931034482785,0.7894736842105261,0.14285714285714285,0.22807017543859642,0.0,0.853658536585366,0.06820119286241538,0.07524689472638736,0.031478968792401626,0.060570304818092426,0.5985753547591004,0.3038225391166566,0.4254079254079255,0.36897117021165515,0.7555676630759948,0.3289787515186074,0.6660941559871404,0.30233400402414484
10.3,1.0,0.5862068965517242,0.33333333333333326,0.07142857142857142,0.14035087719298245,0.0,0.5609756097560976,0.0,0.1376232082287771,0.020122601279317694,0.1063716814159292,0.5659606719677392,0.13654996567617905,0.6235431235431237,0.4981400414160494,0.8405958724670742,0.29378670564378073,0.7174785623061485,0.061339465363610235
15.4,0.0,0.3448275862068968,0.33333333333333326,0.21428571428571427,0.719298245614035,0.0,0.5365853658536586,0.1963292086960838,0.23655915710540465,0.016684434968017057,0.0,0.3998296314992429,0.575802139037433,0.2887396694214879,0.29264410995451307,0.7102192847340858,0.28662663611703665,0.8890086206896551,0.05443471640654737
20.0,1.0,0.6551724137931036,0.21052631578947367,0.5,0.7368421052631579,0.0,0.5365853658536586,0.4839336445115462,0.309470675114049,0.055946076071256616,0.11150442477876106,0.699847060878773,0.21655165516551644,0.6751592356687899,0.1747807872087114,0.589195274682189,0.3155961128229438,0.6358522866226461,0.08732394366197183
12.0,0.0,0.3103448275862073,0.21052631578947367,0.07142857142857142,0.543859649122807,0.0,0.5365853658536586,0.33870648711242224,0.3758046898755471,0.027686567164179103,0.23246983105390184,0.81161510540612,0.35697377818589926,0.5317957904164803,0.3307136412404029,0.6999328940026843,0.3186137666464758,0.6261631089217295,0.11774647887323947
25.0,1.0,0.7586206896551726,0.07017543859649122,0.3571428571428571,0.5087719298245613,0.0,0.3170731707317074,0.10884063862164078,0.08882019885329724,1.0,0.5932035398230088,0.6873176311914089,0.0,0.4429175475687104,0.18347866330767046,0.44950849973394574,0.3388751566044763,0.0,0.0
15.3,0.0,0.8620689655172415,0.6842105263157894,0.0,,0.0,0.5121951219512195,0.2259707839543504,0.2522205688746202,0.05870646766169153,0.16592419435631992,0.6152242111578319,0.48675981370592136,0.28391242265587824,0.3843564676980423,0.6442669588701226,0.3554291432935661,0.5659551176792555,0.0663983903420523
7.7,0.0,0.5862068965517242,0.0,0.42857142857142855,0.5614035087719299,0.0,0.853658536585366,0.30918281318366236,0.41147889241662555,0.05001554726368159,0.09108672566371681,0.8056406664344868,0.5186459186459185,0.4788583509513744,0.3775135882927596,0.6644483474628825,0.30507291336415643,0.9999999999999999,0.15837884449554473
8.5,1.0,0.41379310344827624,0.07017543859649122,0.07142857142857142,0.3508771929824561,0.0,0.0,1.0,0.13093624625582662,0.458252853380158,1.0,0.68251263483636,0.3377104377104375,0.6508998615597599,0.02748506496222089,1.0,0.1977683373748792,0.9075797198402562,0.060903351141330705
25.7,0.0,0.41379310344827624,0.6842105263157894,0.0,,0.0,0.5121951219512195,0.25142473550722744,0.0036219683873484065,0.07839778380823156,0.2850973451327433,0.7969925726912557,0.7083228114478113,0.6407776108189331,0.03991914197241361,0.5860412289539165,0.3272356347137101,0.8054513008058515,0.2502708559046587
23.6,0.0,0.7586206896551726,0.6842105263157894,0.0,,0.0,0.5853658536585367,0.4750206786251735,0.11008342302962042,0.05876759061833688,0.15564159292035395,0.9975936570272906,0.7774080086580086,0.6349086253055525,0.06164724977488789,0.5790914437454332,0.2220566823553313,0.5483227773868167,0.18213672277567844
20.1,1.0,0.5517241379310347,0.807017543859649,0.3571428571428571,0.9298245614035087,0.0,0.3170731707317074,0.4788170139375798,0.5258552597129506,0.08248564867967853,0.06321690043631523,0.9195473705904769,0.29015951368892534,0.7556951245475836,0.3617205463669705,0.5511303600052058,0.27533148767756055,0.6105538503861856,0.1898072057144137
11.2,1.0,0.3448275862068968,0.36842105263157887,0.14285714285714285,0.9122807017543858,1.0,0.2195121951219513,0.29944213933911024,0.0882784204141183,0.03786041383989145,0.13696936691626957,0.7358145068206441,0.5787834678664371,0.5851674641148326,0.1099111018783685,0.6763492226990577,0.5433981841136549,0.7764527832362768,0.2412346418939167
16.7,0.0,1.0,0.7368421052631577,0.42857142857142855,0.36842105263157887,0.0,0.5609756097560976,0.3518176278917716,0.2205632015872348,0.06408815298507461,0.10069926011896126,0.5146380746818408,0.7657076381795482,0.5724503922473467,0.17611942278529755,0.6069494469554716,0.2985466723068918,0.6837485551832082,0.04264915334704855
19.9,0.0,0.5517241379310347,0.631578947368421,0.5,0.0,0.0,0.5609756097560976,0.33418704178979963,0.18273302998330826,0.039393311221669426,0.23005123428039123,0.5902695633392855,0.758560917820177,0.4723541383989145,0.17297367476123748,0.7459545747332456,0.5704717973027997,0.5784475487124163,0.3222535211267606
32.0,1.0,0.7586206896551726,0.1578947368421052,0.3571428571428571,0.6666666666666666,0.0,0.5609756097560976,0.17033392403166667,0.19864735009281553,0.04042659835152595,0.19149815960529404,0.6827500140220988,0.653103485661625,0.41666666666666674,0.32729996268156103,0.5469660268722312,0.2479600449128181,0.47494288031791,0.0986835029412851
17.7,1.0,0.6206896551724141,0.3157894736842104,0.14285714285714285,0.8421052631578948,0.0,0.3170731707317074,0.34619061228191417,0.3126528721133635,0.034086550487784535,0.1556282287408472,0.7351630196034589,0.6451529981709426,0.8350823672971321,0.252188206707481,0.7293939160003876,0.2191482185960404,0.7031528119774318,0.06707539353769673
15.3,1.0,0.6206896551724141,0.49122807017543857,0.07142857142857142,0.24561403508771928,0.0,0.07317073170731714,0.2464641988932448,0.1351364424215078,0.052222295601637825,0.20098328416912487,0.627313439694121,0.5885963885963884,0.3487229862475443,0.12731879770795304,0.621448127142075,0.24280811677364494,0.582010582010582,0.12959859154929573
11.5,0.0,0.48275862068965525,0.4385964912280702,0.07142857142857142,0.7017543859649124,0.0,1.0,0.4005921399113852,0.5192186927511525,0.03196517412935323,0.04831858407079645,0.5098579361073052,0.5584516493607401,0.45844155844155865,0.6222615575691794,0.7232480975158366,0.45713568350745404,0.5924484257304454,0.3650658668995102
12.1,1.0,0.827586206896552,0.5263157894736841,0.07142857142857142,0.5263157894736842,0.0,0.878048780487805,0.23980434703553052,0.21705964506646513,0.044052238805970145,0.12141592920353982,0.5321811790766864,0.9349380328103731,0.4140859140859141,0.30726996834169895,0.6116559674757215,0.3800984633009402,0.567682519596471,0.11445725682819158
25.3,0.0,0.3448275862068968,0.10526315789473673,0.14285714285714285,,0.0,0.5609756097560976,0.17353738568452373,0.0,,,0.44317007464133096,0.18986323411102157,0.42402464065708445,0.01899514237962613,,,,
19.1,0.0,0.41379310344827624,0.7894736842105261,0.07142857142857142,0.9999999999999999,0.0,0.853658536585366,0.25823874853360107,0.13298850125044964,0.05215183481090786,0.0623556244868169,0.6171782451263851,0.27357830271216077,0.5889147415655644,0.09767521608926322,0.6869717114599071,0.44020746482997086,0.7635329294812053,0.18302347417840376
25.7,1.0,0.3793103448275863,0.0350877192982455,0.6428571428571428,0.26315789473684215,0.0,0.5609756097560976,0.32421402951944833,1.0,0.019231224828239753,0.10023081302075247,0.8475272084272325,0.840535222353404,0.8640685780146953,1.0,0.735109031520276,0.3267350101162578,0.9879070156018297,0.14450440963538239
4.5,0.0,0.7931034482758621,0.6842105263157894,0.0,,0.0,0.5853658536585367,0.4861340973848114,0.4424527259848543,0.020136867529572056,0.26182890855457225,0.935924617196702,0.5804646464646462,0.34630152456239416,0.3234712347571259,0.6365964656789985,0.36811825292507916,0.794305144661612,0.2624119718309859
11.6,0.0,0.24137931034482785,0.6140350877192982,0.6428571428571428,0.543859649122807,0.0,0.2439024390243903,0.23659060677254498,0.07918528378895738,0.010227192440166035,0.12192344599637488,0.8860390075013106,0.5286586178406757,1.0,0.10525939368070009,0.5225495722593806,0.18574269672908272,0.7169846626572471,0.25444376403347624
12.9,1.0,0.5862068965517242,0.7192982456140351,0.3571428571428571,0.24561403508771928,0.0,0.5609756097560976,0.37121130979338446,0.2018602658366453,0.11238213265800959,0.169858407079646,0.9135049940826203,0.9999999999999999,0.6977579260816253,0.1985037256633705,0.615912562789315,0.0,0.6598167140462765,0.2532486846545109
7.8,0.0,0.24137931034482785,0.6842105263157894,0.0,,0.0,0.5609756097560976,0.4315163182911431,0.26340395988076665,0.08334087140057289,0.3262028590878148,0.8159088075324699,0.79083709666863,0.7098103335513408,0.2400113853095702,0.654575674478056,0.21191346351658913,0.7272002031974986,0.13794616452268907
14.0,1.0,0.5517241379310347,0.5263157894736841,0.5714285714285714,0.5789473684210525,1.0,0.6341463414634148,0.3618774833644576,0.29924014296880025,0.09103755416466056,0.10077522123893805,1.0,0.3494397903954217,0.6837263186588527,0.2770024981870497,0.3909667012070463,0.40453536237913035,0.5626568356746152,0.21231166133850546
14.0,0.0,0.3793103448275863,0.26315789473684204,0.5,0.7368421052631579,1.0,0.902439024390244,0.48578622577114894,0.2588906679218885,0.1326155367739615,0.08949045179319981,0.9096814308999976,0.6145529803271361,0.7455020707447892,0.23133734870988557,0.6447128764507194,0.23899676397154948,0.6811861088273666,0.2423007007562617
10.8,1.0,0.6206896551724141,0.7017543859649122,1.0,0.5614035087719299,0.0,0.5365853658536586,0.2763740950617882,0.14113786615992374,0.09693436227951152,0.11690265486725664,0.9567035706525913,0.6824609733700642,0.7647035224263821,0.18510076413103996,0.5786255242695277,0.23873792228434393,0.6347261503836221,0.08459970348406227
18.7,1.0,0.3103448275862073,0.4385964912280702,0.9285714285714285,0.8596491228070174,1.0,0.5609756097560976,0.21628568000374013,0.09028034525312244,0.08155998851894374,0.17788471657498206,0.8479583561028016,0.563103875779932,0.7172949002217295,0.16360054114735156,0.5750043927110597,0.24920772870523994,0.7361517942232211,0.061971830985915466
13.3,0.0,0.931034482758621,0.6842105263157894,0.0,,0.0,0.853658536585366,0.5434396712451932,0.2883899711887481,0.04382173638848013,0.05767790262172284,0.6797943862557694,0.6950106359942425,0.578512396694215,0.16861263703665733,0.586312977017272,0.09286374011974813,0.6131743442543488,0.050385793018983424
10.2,1.0,0.41379310344827624,0.5263157894736841,0.5,0.33333333333333337,0.0,0.8292682926829269,0.5070483516357421,0.44935580940633113,0.0568091803552072,0.16328452668275675,0.9960668012788154,0.6845606277365933,0.6050025393600813,0.3000796022072165,0.0,0.2168026984951762,0.4569766838032923,0.18088390154008158
9.2,0.0,0.5172413793103452,0.33333333333333326,0.6428571428571428,0.5087719298245613,0.0,0.878048780487805,0.42041649162787653,0.12997803369126792,0.06583747927031508,0.15533386967015284,0.8236684810495234,0.5534083225766795,0.7319666211987483,0.10423483742656789,0.647751817352745,0.4286895481639496,0.649153032944693,0.0900931446804396
12.2,1.0,0.5172413793103452,0.1929824561403508,0.6428571428571428,0.45614035087719296,0.0,1.0,0.2369348923671795,0.30713638838998747,0.011394948335246843,0.04328995314940136,0.7320429052524808,0.5168803418803417,0.634314980793854,0.38153557185609666,0.6385669386232211,0.2834686626947959,0.7147498375568551,0.1641222947440742
